"causeid","cause.of.death","icd10"
96,"Motor vehicle crash","V53"
96,"Motor vehicle crash","V54"
96,"Motor vehicle crash","V55"
96,"Motor vehicle crash","V56"
96,"Motor vehicle crash","V57"
96,"Motor vehicle crash","V58"
96,"Motor vehicle crash","V59"
96,"Motor vehicle crash","V60"
96,"Motor vehicle crash","V61"
96,"Motor vehicle crash","V62"
96,"Motor vehicle crash","V63"
96,"Motor vehicle crash","V64"
96,"Motor vehicle crash","V65"
96,"Motor vehicle crash","V66"
96,"Motor vehicle crash","V67"
96,"Motor vehicle crash","V68"
96,"Motor vehicle crash","V69"
96,"Motor vehicle crash","V70"
96,"Motor vehicle crash","V71"
96,"Motor vehicle crash","V72"
96,"Motor vehicle crash","V73"
96,"Motor vehicle crash","V74"
96,"Motor vehicle crash","V75"
96,"Motor vehicle crash","V76"
96,"Motor vehicle crash","V77"
96,"Motor vehicle crash","V78"
96,"Motor vehicle crash","V79"
96,"Motor vehicle crash","V803"
96,"Motor vehicle crash","V804"
96,"Motor vehicle crash","V805"
96,"Motor vehicle crash","V810"
96,"Motor vehicle crash","V811"
96,"Motor vehicle crash","V820"
96,"Motor vehicle crash","V821"
96,"Motor vehicle crash","V83"
96,"Motor vehicle crash","V84"
96,"Motor vehicle crash","V85"
96,"Motor vehicle crash","V86"
96,"Motor vehicle crash","V870"
96,"Motor vehicle crash","V871"
96,"Motor vehicle crash","V872"
96,"Motor vehicle crash","V873"
96,"Motor vehicle crash","V874"
96,"Motor vehicle crash","V875"
96,"Motor vehicle crash","V876"
96,"Motor vehicle crash","V877"
96,"Motor vehicle crash","V878"
96,"Motor vehicle crash","V880"
96,"Motor vehicle crash","V881"
96,"Motor vehicle crash","V882"
96,"Motor vehicle crash","V883"
96,"Motor vehicle crash","V884"
96,"Motor vehicle crash","V885"
96,"Motor vehicle crash","V886"
96,"Motor vehicle crash","V887"
96,"Motor vehicle crash","V888"
96,"Motor vehicle crash","V890"
96,"Motor vehicle crash","V892"
97,"Unintentional injury: Other land transport","V01"
97,"Unintentional injury: Other land transport","V05"
97,"Unintentional injury: Other land transport","V06"
97,"Unintentional injury: Other land transport","V091"
97,"Unintentional injury: Other land transport","V093"
97,"Unintentional injury: Other land transport","V094"
97,"Unintentional injury: Other land transport","V095"
97,"Unintentional injury: Other land transport","V096"
97,"Unintentional injury: Other land transport","V097"
97,"Unintentional injury: Other land transport","V098"
97,"Unintentional injury: Other land transport","V099"
97,"Unintentional injury: Other land transport","V10"
97,"Unintentional injury: Other land transport","V11"
97,"Unintentional injury: Other land transport","V15"
97,"Unintentional injury: Other land transport","V16"
97,"Unintentional injury: Other land transport","V17"
97,"Unintentional injury: Other land transport","V18"
97,"Unintentional injury: Other land transport","V193"
97,"Unintentional injury: Other land transport","V198"
97,"Unintentional injury: Other land transport","V199"
97,"Unintentional injury: Other land transport","V800"
97,"Unintentional injury: Other land transport","V801"
97,"Unintentional injury: Other land transport","V802"
97,"Unintentional injury: Other land transport","V806"
97,"Unintentional injury: Other land transport","V807"
97,"Unintentional injury: Other land transport","V808"
97,"Unintentional injury: Other land transport","V809"
97,"Unintentional injury: Other land transport","V812"
97,"Unintentional injury: Other land transport","V813"
97,"Unintentional injury: Other land transport","V814"
97,"Unintentional injury: Other land transport","V815"
97,"Unintentional injury: Other land transport","V816"
97,"Unintentional injury: Other land transport","V817"
97,"Unintentional injury: Other land transport","V818"
97,"Unintentional injury: Other land transport","V819"
97,"Unintentional injury: Other land transport","V822"
97,"Unintentional injury: Other land transport","V823"
97,"Unintentional injury: Other land transport","V824"
97,"Unintentional injury: Other land transport","V825"
97,"Unintentional injury: Other land transport","V826"
97,"Unintentional injury: Other land transport","V827"
97,"Unintentional injury: Other land transport","V828"
97,"Unintentional injury: Other land transport","V829"
97,"Unintentional injury: Other land transport","V879"
97,"Unintentional injury: Other land transport","V889"
97,"Unintentional injury: Other land transport","V891"
97,"Unintentional injury: Other land transport","V893"
97,"Unintentional injury: Other land transport","V899"
98,"Unintentional injury: Water, air and space, and other transport","V90"
98,"Unintentional injury: Water, air and space, and other transport","V91"
98,"Unintentional injury: Water, air and space, and other transport","V92"
98,"Unintentional injury: Water, air and space, and other transport","V93"
98,"Unintentional injury: Water, air and space, and other transport","V94"
98,"Unintentional injury: Water, air and space, and other transport","V95"
98,"Unintentional injury: Water, air and space, and other transport","V96"
98,"Unintentional injury: Water, air and space, and other transport","V97"
98,"Unintentional injury: Water, air and space, and other transport","V98"
98,"Unintentional injury: Water, air and space, and other transport","V99"
98,"Unintentional injury: Water, air and space, and other transport","Y85"
99,"Falls","W00"
99,"Falls","W01"
99,"Falls","W02"
99,"Falls","W03"
99,"Falls","W04"
99,"Falls","W05"
99,"Falls","W06"
99,"Falls","W07"
99,"Falls","W08"
99,"Falls","W09"
99,"Falls","W10"
99,"Falls","W11"
99,"Falls","W12"
99,"Falls","W13"
99,"Falls","W14"
99,"Falls","W15"
99,"Falls","W16"
99,"Falls","W17"
99,"Falls","W18"
99,"Falls","W19"
100,"Accidental discharge of firearms","W32"
100,"Accidental discharge of firearms","W33"
100,"Accidental discharge of firearms","W34"
101,"Accidental drowning and submersion","W65"
101,"Accidental drowning and submersion","W66"
101,"Accidental drowning and submersion","W67"
101,"Accidental drowning and submersion","W68"
101,"Accidental drowning and submersion","W69"
101,"Accidental drowning and submersion","W70"
101,"Accidental drowning and submersion","W71"
101,"Accidental drowning and submersion","W72"
101,"Accidental drowning and submersion","W73"
101,"Accidental drowning and submersion","W74"
102,"Accidental exposure to smoke, fire and flames","X00"
102,"Accidental exposure to smoke, fire and flames","X01"
102,"Accidental exposure to smoke, fire and flames","X02"
102,"Accidental exposure to smoke, fire and flames","X03"
102,"Accidental exposure to smoke, fire and flames","X04"
102,"Accidental exposure to smoke, fire and flames","X05"
102,"Accidental exposure to smoke, fire and flames","X06"
102,"Accidental exposure to smoke, fire and flames","X07"
102,"Accidental exposure to smoke, fire and flames","X08"
102,"Accidental exposure to smoke, fire and flames","X09"
103,"Accidental poisoning and exposure to noxious substances","X40"
103,"Accidental poisoning and exposure to noxious substances","X41"
103,"Accidental poisoning and exposure to noxious substances","X42"
103,"Accidental poisoning and exposure to noxious substances","X43"
103,"Accidental poisoning and exposure to noxious substances","X44"
103,"Accidental poisoning and exposure to noxious substances","X45"
103,"Accidental poisoning and exposure to noxious substances","X46"
103,"Accidental poisoning and exposure to noxious substances","X47"
103,"Accidental poisoning and exposure to noxious substances","X48"
103,"Accidental poisoning and exposure to noxious substances","X49"
104,"Other and unspecified nontransport accidents and their sequelae","W20"
104,"Other and unspecified nontransport accidents and their sequelae","W21"
104,"Other and unspecified nontransport accidents and their sequelae","W22"
104,"Other and unspecified nontransport accidents and their sequelae","W23"
104,"Other and unspecified nontransport accidents and their sequelae","W24"
104,"Other and unspecified nontransport accidents and their sequelae","W25"
104,"Other and unspecified nontransport accidents and their sequelae","W26"
104,"Other and unspecified nontransport accidents and their sequelae","W27"
104,"Other and unspecified nontransport accidents and their sequelae","W28"
104,"Other and unspecified nontransport accidents and their sequelae","W29"
104,"Other and unspecified nontransport accidents and their sequelae","W30"
104,"Other and unspecified nontransport accidents and their sequelae","W31"
104,"Other and unspecified nontransport accidents and their sequelae","W35"
104,"Other and unspecified nontransport accidents and their sequelae","W36"
104,"Other and unspecified nontransport accidents and their sequelae","W37"
104,"Other and unspecified nontransport accidents and their sequelae","W38"
104,"Other and unspecified nontransport accidents and their sequelae","W39"
104,"Other and unspecified nontransport accidents and their sequelae","W40"
104,"Other and unspecified nontransport accidents and their sequelae","W41"
104,"Other and unspecified nontransport accidents and their sequelae","W42"
104,"Other and unspecified nontransport accidents and their sequelae","W43"
104,"Other and unspecified nontransport accidents and their sequelae","W44"
104,"Other and unspecified nontransport accidents and their sequelae","W45"
104,"Other and unspecified nontransport accidents and their sequelae","W46"
104,"Other and unspecified nontransport accidents and their sequelae","W47"
104,"Other and unspecified nontransport accidents and their sequelae","W48"
104,"Other and unspecified nontransport accidents and their sequelae","W49"
104,"Other and unspecified nontransport accidents and their sequelae","W50"
104,"Other and unspecified nontransport accidents and their sequelae","W51"
104,"Other and unspecified nontransport accidents and their sequelae","W52"
104,"Other and unspecified nontransport accidents and their sequelae","W53"
104,"Other and unspecified nontransport accidents and their sequelae","W54"
104,"Other and unspecified nontransport accidents and their sequelae","W55"
104,"Other and unspecified nontransport accidents and their sequelae","W56"
104,"Other and unspecified nontransport accidents and their sequelae","W57"
104,"Other and unspecified nontransport accidents and their sequelae","W58"
104,"Other and unspecified nontransport accidents and their sequelae","W59"
104,"Other and unspecified nontransport accidents and their sequelae","W60"
104,"Other and unspecified nontransport accidents and their sequelae","W61"
104,"Other and unspecified nontransport accidents and their sequelae","W62"
104,"Other and unspecified nontransport accidents and their sequelae","W63"
104,"Other and unspecified nontransport accidents and their sequelae","W64"
104,"Other and unspecified nontransport accidents and their sequelae","W75"
104,"Other and unspecified nontransport accidents and their sequelae","W76"
104,"Other and unspecified nontransport accidents and their sequelae","W77"
104,"Other and unspecified nontransport accidents and their sequelae","W78"
104,"Other and unspecified nontransport accidents and their sequelae","W79"
104,"Other and unspecified nontransport accidents and their sequelae","W80"
104,"Other and unspecified nontransport accidents and their sequelae","W81"
104,"Other and unspecified nontransport accidents and their sequelae","W82"
104,"Other and unspecified nontransport accidents and their sequelae","W83"
104,"Other and unspecified nontransport accidents and their sequelae","W84"
104,"Other and unspecified nontransport accidents and their sequelae","W85"
104,"Other and unspecified nontransport accidents and their sequelae","W86"
104,"Other and unspecified nontransport accidents and their sequelae","W87"
104,"Other and unspecified nontransport accidents and their sequelae","W88"
104,"Other and unspecified nontransport accidents and their sequelae","W89"
104,"Other and unspecified nontransport accidents and their sequelae","W90"
104,"Other and unspecified nontransport accidents and their sequelae","W91"
104,"Other and unspecified nontransport accidents and their sequelae","W92"
104,"Other and unspecified nontransport accidents and their sequelae","W93"
104,"Other and unspecified nontransport accidents and their sequelae","W94"
104,"Other and unspecified nontransport accidents and their sequelae","W95"
104,"Other and unspecified nontransport accidents and their sequelae","W96"
104,"Other and unspecified nontransport accidents and their sequelae","W97"
104,"Other and unspecified nontransport accidents and their sequelae","W98"
104,"Other and unspecified nontransport accidents and their sequelae","W99"
104,"Other and unspecified nontransport accidents and their sequelae","X10"
104,"Other and unspecified nontransport accidents and their sequelae","X11"
104,"Other and unspecified nontransport accidents and their sequelae","X12"
104,"Other and unspecified nontransport accidents and their sequelae","X13"
104,"Other and unspecified nontransport accidents and their sequelae","X14"
104,"Other and unspecified nontransport accidents and their sequelae","X15"
104,"Other and unspecified nontransport accidents and their sequelae","X16"
104,"Other and unspecified nontransport accidents and their sequelae","X17"
104,"Other and unspecified nontransport accidents and their sequelae","X18"
104,"Other and unspecified nontransport accidents and their sequelae","X19"
104,"Other and unspecified nontransport accidents and their sequelae","X20"
104,"Other and unspecified nontransport accidents and their sequelae","X21"
104,"Other and unspecified nontransport accidents and their sequelae","X22"
104,"Other and unspecified nontransport accidents and their sequelae","X23"
104,"Other and unspecified nontransport accidents and their sequelae","X24"
104,"Other and unspecified nontransport accidents and their sequelae","X25"
104,"Other and unspecified nontransport accidents and their sequelae","X26"
104,"Other and unspecified nontransport accidents and their sequelae","X27"
104,"Other and unspecified nontransport accidents and their sequelae","X28"
104,"Other and unspecified nontransport accidents and their sequelae","X29"
104,"Other and unspecified nontransport accidents and their sequelae","X30"
104,"Other and unspecified nontransport accidents and their sequelae","X31"
104,"Other and unspecified nontransport accidents and their sequelae","X32"
104,"Other and unspecified nontransport accidents and their sequelae","X33"
104,"Other and unspecified nontransport accidents and their sequelae","X34"
104,"Other and unspecified nontransport accidents and their sequelae","X35"
104,"Other and unspecified nontransport accidents and their sequelae","X36"
104,"Other and unspecified nontransport accidents and their sequelae","X37"
104,"Other and unspecified nontransport accidents and their sequelae","X38"
104,"Other and unspecified nontransport accidents and their sequelae","X39"
104,"Other and unspecified nontransport accidents and their sequelae","X50"
104,"Other and unspecified nontransport accidents and their sequelae","X51"
104,"Other and unspecified nontransport accidents and their sequelae","X52"
104,"Other and unspecified nontransport accidents and their sequelae","X53"
104,"Other and unspecified nontransport accidents and their sequelae","X54"
104,"Other and unspecified nontransport accidents and their sequelae","X55"
104,"Other and unspecified nontransport accidents and their sequelae","X56"
104,"Other and unspecified nontransport accidents and their sequelae","X57"
104,"Other and unspecified nontransport accidents and their sequelae","X58"
104,"Other and unspecified nontransport accidents and their sequelae","X59"
104,"Other and unspecified nontransport accidents and their sequelae","Y86"
105,"Intentional self-harm (suicide) by discharge of firearms","X72"
105,"Intentional self-harm (suicide) by discharge of firearms","X73"
105,"Intentional self-harm (suicide) by discharge of firearms","X74"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","U03"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X60"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X61"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X62"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X63"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X64"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X65"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X66"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X67"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X68"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X69"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X70"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X71"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X75"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X76"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X77"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X78"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X79"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X80"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X81"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X82"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X83"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X84"
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","Y870"
107,"Assault (homicide) by discharge of firearms","U014"
107,"Assault (homicide) by discharge of firearms","X93"
107,"Assault (homicide) by discharge of firearms","X94"
107,"Assault (homicide) by discharge of firearms","X95"
108,"Assault (homicide) by other and unspecified means and their sequelae","U010"
108,"Assault (homicide) by other and unspecified means and their sequelae","U011"
108,"Assault (homicide) by other and unspecified means and their sequelae","U012"
108,"Assault (homicide) by other and unspecified means and their sequelae","U013"
108,"Assault (homicide) by other and unspecified means and their sequelae","U015"
108,"Assault (homicide) by other and unspecified means and their sequelae","U016"
108,"Assault (homicide) by other and unspecified means and their sequelae","U017"
108,"Assault (homicide) by other and unspecified means and their sequelae","U018"
108,"Assault (homicide) by other and unspecified means and their sequelae","U019"
108,"Assault (homicide) by other and unspecified means and their sequelae","U02"
108,"Assault (homicide) by other and unspecified means and their sequelae","X85"
108,"Assault (homicide) by other and unspecified means and their sequelae","X86"
108,"Assault (homicide) by other and unspecified means and their sequelae","X87"
108,"Assault (homicide) by other and unspecified means and their sequelae","X88"
108,"Assault (homicide) by other and unspecified means and their sequelae","X89"
108,"Assault (homicide) by other and unspecified means and their sequelae","X90"
108,"Assault (homicide) by other and unspecified means and their sequelae","X91"
108,"Assault (homicide) by other and unspecified means and their sequelae","X92"
108,"Assault (homicide) by other and unspecified means and their sequelae","X96"
108,"Assault (homicide) by other and unspecified means and their sequelae","X97"
108,"Assault (homicide) by other and unspecified means and their sequelae","X98"
108,"Assault (homicide) by other and unspecified means and their sequelae","X99"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y00"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y01"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y02"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y03"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y04"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y05"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y06"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y07"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y08"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y09"
108,"Assault (homicide) by other and unspecified means and their sequelae","Y871"
109,"Legal intervention","Y35"
109,"Legal intervention","Y890"
110,"Discharge of firearms, undetermined intent","Y22"
110,"Discharge of firearms, undetermined intent","Y23"
110,"Discharge of firearms, undetermined intent","Y24"
111,"Other and unspecified events of undetermined intent and their sequelae","Y10"
111,"Other and unspecified events of undetermined intent and their sequelae","Y11"
111,"Other and unspecified events of undetermined intent and their sequelae","Y12"
111,"Other and unspecified events of undetermined intent and their sequelae","Y13"
111,"Other and unspecified events of undetermined intent and their sequelae","Y14"
111,"Other and unspecified events of undetermined intent and their sequelae","Y15"
111,"Other and unspecified events of undetermined intent and their sequelae","Y16"
111,"Other and unspecified events of undetermined intent and their sequelae","Y17"
111,"Other and unspecified events of undetermined intent and their sequelae","Y18"
111,"Other and unspecified events of undetermined intent and their sequelae","Y19"
111,"Other and unspecified events of undetermined intent and their sequelae","Y20"
111,"Other and unspecified events of undetermined intent and their sequelae","Y21"
111,"Other and unspecified events of undetermined intent and their sequelae","Y25"
111,"Other and unspecified events of undetermined intent and their sequelae","Y26"
111,"Other and unspecified events of undetermined intent and their sequelae","Y27"
111,"Other and unspecified events of undetermined intent and their sequelae","Y28"
111,"Other and unspecified events of undetermined intent and their sequelae","Y29"
111,"Other and unspecified events of undetermined intent and their sequelae","Y30"
111,"Other and unspecified events of undetermined intent and their sequelae","Y31"
111,"Other and unspecified events of undetermined intent and their sequelae","Y32"
111,"Other and unspecified events of undetermined intent and their sequelae","Y33"
111,"Other and unspecified events of undetermined intent and their sequelae","Y34"
111,"Other and unspecified events of undetermined intent and their sequelae","Y872"
111,"Other and unspecified events of undetermined intent and their sequelae","Y899"
112,"Operations of war and their sequelae","Y36"
112,"Operations of war and their sequelae","Y891"
113,"Complications of medical and surgical care","Y40"
113,"Complications of medical and surgical care","Y41"
113,"Complications of medical and surgical care","Y42"
113,"Complications of medical and surgical care","Y43"
113,"Complications of medical and surgical care","Y44"
113,"Complications of medical and surgical care","Y45"
113,"Complications of medical and surgical care","Y46"
113,"Complications of medical and surgical care","Y47"
113,"Complications of medical and surgical care","Y48"
113,"Complications of medical and surgical care","Y49"
113,"Complications of medical and surgical care","Y50"
113,"Complications of medical and surgical care","Y51"
113,"Complications of medical and surgical care","Y52"
113,"Complications of medical and surgical care","Y53"
113,"Complications of medical and surgical care","Y54"
113,"Complications of medical and surgical care","Y55"
113,"Complications of medical and surgical care","Y56"
113,"Complications of medical and surgical care","Y57"
113,"Complications of medical and surgical care","Y58"
113,"Complications of medical and surgical care","Y59"
113,"Complications of medical and surgical care","Y60"
113,"Complications of medical and surgical care","Y61"
113,"Complications of medical and surgical care","Y62"
113,"Complications of medical and surgical care","Y63"
113,"Complications of medical and surgical care","Y64"
113,"Complications of medical and surgical care","Y65"
113,"Complications of medical and surgical care","Y66"
113,"Complications of medical and surgical care","Y67"
113,"Complications of medical and surgical care","Y68"
113,"Complications of medical and surgical care","Y69"
113,"Complications of medical and surgical care","Y70"
113,"Complications of medical and surgical care","Y71"
113,"Complications of medical and surgical care","Y72"
113,"Complications of medical and surgical care","Y73"
113,"Complications of medical and surgical care","Y74"
113,"Complications of medical and surgical care","Y75"
113,"Complications of medical and surgical care","Y76"
113,"Complications of medical and surgical care","Y77"
113,"Complications of medical and surgical care","Y78"
113,"Complications of medical and surgical care","Y79"
113,"Complications of medical and surgical care","Y80"
113,"Complications of medical and surgical care","Y81"
113,"Complications of medical and surgical care","Y82"
113,"Complications of medical and surgical care","Y83"
113,"Complications of medical and surgical care","Y84"
113,"Complications of medical and surgical care","Y88"
114,"CDC version of causeid 95 (Residual)","D65"
114,"CDC version of causeid 95 (Residual)","D66"
114,"CDC version of causeid 95 (Residual)","D67"
114,"CDC version of causeid 95 (Residual)","D68"
114,"CDC version of causeid 95 (Residual)","D69"
114,"CDC version of causeid 95 (Residual)","D70"
114,"CDC version of causeid 95 (Residual)","D71"
114,"CDC version of causeid 95 (Residual)","D72"
114,"CDC version of causeid 95 (Residual)","D73"
114,"CDC version of causeid 95 (Residual)","D74"
114,"CDC version of causeid 95 (Residual)","D75"
114,"CDC version of causeid 95 (Residual)","D76"
114,"CDC version of causeid 95 (Residual)","D77"
114,"CDC version of causeid 95 (Residual)","D78"
114,"CDC version of causeid 95 (Residual)","D79"
114,"CDC version of causeid 95 (Residual)","D80"
114,"CDC version of causeid 95 (Residual)","D81"
114,"CDC version of causeid 95 (Residual)","D82"
114,"CDC version of causeid 95 (Residual)","D83"
114,"CDC version of causeid 95 (Residual)","D84"
114,"CDC version of causeid 95 (Residual)","D85"
114,"CDC version of causeid 95 (Residual)","D86"
114,"CDC version of causeid 95 (Residual)","D87"
114,"CDC version of causeid 95 (Residual)","D88"
114,"CDC version of causeid 95 (Residual)","D89"
114,"CDC version of causeid 95 (Residual)","D90"
114,"CDC version of causeid 95 (Residual)","D91"
114,"CDC version of causeid 95 (Residual)","D92"
114,"CDC version of causeid 95 (Residual)","D93"
114,"CDC version of causeid 95 (Residual)","D94"
114,"CDC version of causeid 95 (Residual)","D95"
114,"CDC version of causeid 95 (Residual)","D96"
114,"CDC version of causeid 95 (Residual)","D97"
114,"CDC version of causeid 95 (Residual)","D98"
114,"CDC version of causeid 95 (Residual)","D99"
114,"CDC version of causeid 95 (Residual)","E00"
114,"CDC version of causeid 95 (Residual)","E01"
114,"CDC version of causeid 95 (Residual)","E02"
114,"CDC version of causeid 95 (Residual)","E03"
114,"CDC version of causeid 95 (Residual)","E04"
114,"CDC version of causeid 95 (Residual)","E05"
114,"CDC version of causeid 95 (Residual)","E06"
114,"CDC version of causeid 95 (Residual)","E07"
114,"CDC version of causeid 95 (Residual)","E15"
114,"CDC version of causeid 95 (Residual)","E16"
114,"CDC version of causeid 95 (Residual)","E17"
114,"CDC version of causeid 95 (Residual)","E18"
114,"CDC version of causeid 95 (Residual)","E19"
114,"CDC version of causeid 95 (Residual)","E20"
114,"CDC version of causeid 95 (Residual)","E21"
114,"CDC version of causeid 95 (Residual)","E22"
114,"CDC version of causeid 95 (Residual)","E23"
114,"CDC version of causeid 95 (Residual)","E24"
114,"CDC version of causeid 95 (Residual)","E25"
114,"CDC version of causeid 95 (Residual)","E26"
114,"CDC version of causeid 95 (Residual)","E27"
114,"CDC version of causeid 95 (Residual)","E28"
114,"CDC version of causeid 95 (Residual)","E29"
114,"CDC version of causeid 95 (Residual)","E30"
114,"CDC version of causeid 95 (Residual)","E31"
114,"CDC version of causeid 95 (Residual)","E32"
114,"CDC version of causeid 95 (Residual)","E33"
114,"CDC version of causeid 95 (Residual)","E34"
114,"CDC version of causeid 95 (Residual)","E65"
114,"CDC version of causeid 95 (Residual)","E66"
114,"CDC version of causeid 95 (Residual)","E67"
114,"CDC version of causeid 95 (Residual)","E68"
114,"CDC version of causeid 95 (Residual)","E69"
114,"CDC version of causeid 95 (Residual)","E70"
114,"CDC version of causeid 95 (Residual)","E71"
114,"CDC version of causeid 95 (Residual)","E72"
114,"CDC version of causeid 95 (Residual)","E73"
114,"CDC version of causeid 95 (Residual)","E74"
114,"CDC version of causeid 95 (Residual)","E75"
114,"CDC version of causeid 95 (Residual)","E76"
114,"CDC version of causeid 95 (Residual)","E77"
114,"CDC version of causeid 95 (Residual)","E78"
114,"CDC version of causeid 95 (Residual)","E79"
114,"CDC version of causeid 95 (Residual)","E80"
114,"CDC version of causeid 95 (Residual)","E81"
114,"CDC version of causeid 95 (Residual)","E82"
114,"CDC version of causeid 95 (Residual)","E83"
114,"CDC version of causeid 95 (Residual)","E84"
114,"CDC version of causeid 95 (Residual)","E85"
114,"CDC version of causeid 95 (Residual)","E86"
114,"CDC version of causeid 95 (Residual)","E87"
114,"CDC version of causeid 95 (Residual)","E88"
114,"CDC version of causeid 95 (Residual)","E89"
114,"CDC version of causeid 95 (Residual)","E90"
114,"CDC version of causeid 95 (Residual)","E91"
114,"CDC version of causeid 95 (Residual)","E92"
114,"CDC version of causeid 95 (Residual)","E93"
114,"CDC version of causeid 95 (Residual)","E94"
114,"CDC version of causeid 95 (Residual)","E95"
114,"CDC version of causeid 95 (Residual)","E96"
114,"CDC version of causeid 95 (Residual)","E97"
114,"CDC version of causeid 95 (Residual)","E98"
114,"CDC version of causeid 95 (Residual)","E99"
114,"CDC version of causeid 95 (Residual)","F00"
114,"CDC version of causeid 95 (Residual)","F01"
114,"CDC version of causeid 95 (Residual)","F02"
114,"CDC version of causeid 95 (Residual)","F03"
114,"CDC version of causeid 95 (Residual)","F04"
114,"CDC version of causeid 95 (Residual)","F05"
114,"CDC version of causeid 95 (Residual)","F06"
114,"CDC version of causeid 95 (Residual)","F07"
114,"CDC version of causeid 95 (Residual)","F08"
114,"CDC version of causeid 95 (Residual)","F09"
114,"CDC version of causeid 95 (Residual)","F10"
114,"CDC version of causeid 95 (Residual)","F11"
114,"CDC version of causeid 95 (Residual)","F12"
114,"CDC version of causeid 95 (Residual)","F13"
114,"CDC version of causeid 95 (Residual)","F14"
114,"CDC version of causeid 95 (Residual)","F15"
114,"CDC version of causeid 95 (Residual)","F16"
114,"CDC version of causeid 95 (Residual)","F17"
114,"CDC version of causeid 95 (Residual)","F18"
114,"CDC version of causeid 95 (Residual)","F19"
114,"CDC version of causeid 95 (Residual)","F20"
114,"CDC version of causeid 95 (Residual)","F21"
114,"CDC version of causeid 95 (Residual)","F22"
114,"CDC version of causeid 95 (Residual)","F23"
114,"CDC version of causeid 95 (Residual)","F24"
114,"CDC version of causeid 95 (Residual)","F25"
114,"CDC version of causeid 95 (Residual)","F26"
114,"CDC version of causeid 95 (Residual)","F27"
114,"CDC version of causeid 95 (Residual)","F28"
114,"CDC version of causeid 95 (Residual)","F29"
114,"CDC version of causeid 95 (Residual)","F30"
114,"CDC version of causeid 95 (Residual)","F31"
114,"CDC version of causeid 95 (Residual)","F32"
114,"CDC version of causeid 95 (Residual)","F33"
114,"CDC version of causeid 95 (Residual)","F34"
114,"CDC version of causeid 95 (Residual)","F35"
114,"CDC version of causeid 95 (Residual)","F36"
114,"CDC version of causeid 95 (Residual)","F37"
114,"CDC version of causeid 95 (Residual)","F38"
114,"CDC version of causeid 95 (Residual)","F39"
114,"CDC version of causeid 95 (Residual)","F40"
114,"CDC version of causeid 95 (Residual)","F41"
114,"CDC version of causeid 95 (Residual)","F42"
114,"CDC version of causeid 95 (Residual)","F43"
114,"CDC version of causeid 95 (Residual)","F44"
114,"CDC version of causeid 95 (Residual)","F45"
114,"CDC version of causeid 95 (Residual)","F46"
114,"CDC version of causeid 95 (Residual)","F47"
114,"CDC version of causeid 95 (Residual)","F48"
114,"CDC version of causeid 95 (Residual)","F49"
114,"CDC version of causeid 95 (Residual)","F50"
114,"CDC version of causeid 95 (Residual)","F51"
114,"CDC version of causeid 95 (Residual)","F52"
114,"CDC version of causeid 95 (Residual)","F53"
114,"CDC version of causeid 95 (Residual)","F54"
114,"CDC version of causeid 95 (Residual)","F55"
114,"CDC version of causeid 95 (Residual)","F56"
114,"CDC version of causeid 95 (Residual)","F57"
114,"CDC version of causeid 95 (Residual)","F58"
114,"CDC version of causeid 95 (Residual)","F59"
114,"CDC version of causeid 95 (Residual)","F60"
114,"CDC version of causeid 95 (Residual)","F61"
114,"CDC version of causeid 95 (Residual)","F62"
