"causeid","cause.of.death","icd10","orig.coding"
113,"All other diseases (Residual)","L507","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L508","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L509","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L510","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L511","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L512","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L513","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L514","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L515","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L516","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L517","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L518","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L519","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L520","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L521","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L522","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L523","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L524","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L525","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L526","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L527","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L528","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L529","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L530","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L531","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L532","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L533","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L534","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L535","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L536","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L537","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L538","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L539","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L540","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L541","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L542","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L543","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L544","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L545","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L546","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L547","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L548","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L549","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L550","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L551","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L552","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L553","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L554","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L555","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L556","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L557","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L558","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L559","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L560","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L561","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L562","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L563","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L564","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L565","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L566","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L567","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L568","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L569","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L570","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L571","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L572","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L573","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L574","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L575","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L576","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L577","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L578","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L579","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L580","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L581","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L582","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L583","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L584","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L585","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L586","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L587","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L588","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L589","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L590","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L591","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L592","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L593","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L594","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L595","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L596","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L597","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L598","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L599","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L600","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L601","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L602","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L603","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L604","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L605","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L606","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L607","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L608","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L609","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L610","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L611","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L612","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L613","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L614","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L615","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L616","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L617","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L618","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L619","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L620","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L621","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L622","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L623","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L624","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L625","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L626","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L627","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L628","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L629","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L630","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L631","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L632","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L633","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L634","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L635","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L636","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L637","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L638","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L639","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L640","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L641","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L642","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L643","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L644","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L645","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L646","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L647","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L648","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L649","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L650","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L651","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L652","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L653","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L654","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L655","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L656","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L657","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L658","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L659","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L660","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L661","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L662","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L663","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L664","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L665","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L666","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L667","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L668","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L669","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L670","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L671","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L672","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L673","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L674","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L675","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L676","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L677","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L678","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L679","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L680","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L681","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L682","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L683","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L684","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L685","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L686","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L687","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L688","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L689","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L690","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L691","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L692","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L693","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L694","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L695","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L696","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L697","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L698","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L699","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L700","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L701","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L702","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L703","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L704","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L705","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L706","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L707","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L708","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L709","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L710","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L711","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L712","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L713","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L714","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L715","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L716","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L717","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L718","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L719","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L720","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L721","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L722","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L723","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L724","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L725","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L726","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L727","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L728","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L729","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L730","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L731","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L732","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L733","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L734","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L735","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L736","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L737","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L738","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L739","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L740","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L741","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L742","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L743","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L744","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L745","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L746","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L747","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L748","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L749","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L750","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L751","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L752","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L753","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L754","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L755","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L756","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L757","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L758","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L759","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L760","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L761","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L762","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L763","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L764","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L765","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L766","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L767","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L768","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L769","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L770","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L771","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L772","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L773","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L774","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L775","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L776","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L777","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L778","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L779","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L780","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L781","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L782","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L783","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L784","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L785","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L786","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L787","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L788","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L789","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L790","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L791","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L792","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L793","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L794","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L795","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L796","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L797","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L798","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L799","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L800","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L801","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L802","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L803","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L804","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L805","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L806","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L807","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L808","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L809","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L810","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L811","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L812","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L813","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L814","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L815","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L816","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L817","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L818","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L819","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L820","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L821","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L822","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L823","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L824","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L825","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L826","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L827","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L828","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L829","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L830","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L831","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L832","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L833","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L834","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L835","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L836","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L837","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L838","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L839","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L840","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L841","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L842","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L843","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L844","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L845","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L846","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L847","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L848","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L849","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L850","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L851","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L852","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L853","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L854","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L855","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L856","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L857","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L858","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L859","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L860","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L861","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L862","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L863","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L864","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L865","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L866","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L867","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L868","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L869","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L870","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L871","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L872","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L873","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L874","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L875","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L876","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L877","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L878","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L879","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L880","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L881","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L882","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L883","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L884","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L885","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L886","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L887","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L888","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L889","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L890","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L891","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L892","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L893","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L894","F01-F99,H00-H57,L00-M99"
