"causeid","cause.of.death","icd10","uploaded"
111,"Other and unspecified events of undetermined intent and their sequelae","Y899",2022-02-02
112,"Operations of war and their sequelae","Y36",2022-02-02
112,"Operations of war and their sequelae","Y891",2022-02-02
113,"Complications of medical and surgical care","Y40",2022-02-02
113,"Complications of medical and surgical care","Y41",2022-02-02
113,"Complications of medical and surgical care","Y42",2022-02-02
113,"Complications of medical and surgical care","Y43",2022-02-02
113,"Complications of medical and surgical care","Y44",2022-02-02
113,"Complications of medical and surgical care","Y45",2022-02-02
113,"Complications of medical and surgical care","Y46",2022-02-02
113,"Complications of medical and surgical care","Y47",2022-02-02
113,"Complications of medical and surgical care","Y48",2022-02-02
113,"Complications of medical and surgical care","Y49",2022-02-02
113,"Complications of medical and surgical care","Y50",2022-02-02
113,"Complications of medical and surgical care","Y51",2022-02-02
113,"Complications of medical and surgical care","Y52",2022-02-02
113,"Complications of medical and surgical care","Y53",2022-02-02
113,"Complications of medical and surgical care","Y54",2022-02-02
113,"Complications of medical and surgical care","Y55",2022-02-02
113,"Complications of medical and surgical care","Y56",2022-02-02
113,"Complications of medical and surgical care","Y57",2022-02-02
113,"Complications of medical and surgical care","Y58",2022-02-02
113,"Complications of medical and surgical care","Y59",2022-02-02
113,"Complications of medical and surgical care","Y60",2022-02-02
113,"Complications of medical and surgical care","Y61",2022-02-02
113,"Complications of medical and surgical care","Y62",2022-02-02
113,"Complications of medical and surgical care","Y63",2022-02-02
113,"Complications of medical and surgical care","Y64",2022-02-02
113,"Complications of medical and surgical care","Y65",2022-02-02
113,"Complications of medical and surgical care","Y66",2022-02-02
113,"Complications of medical and surgical care","Y67",2022-02-02
113,"Complications of medical and surgical care","Y68",2022-02-02
113,"Complications of medical and surgical care","Y69",2022-02-02
113,"Complications of medical and surgical care","Y70",2022-02-02
113,"Complications of medical and surgical care","Y71",2022-02-02
113,"Complications of medical and surgical care","Y72",2022-02-02
113,"Complications of medical and surgical care","Y73",2022-02-02
113,"Complications of medical and surgical care","Y74",2022-02-02
113,"Complications of medical and surgical care","Y75",2022-02-02
113,"Complications of medical and surgical care","Y76",2022-02-02
113,"Complications of medical and surgical care","Y77",2022-02-02
113,"Complications of medical and surgical care","Y78",2022-02-02
113,"Complications of medical and surgical care","Y79",2022-02-02
113,"Complications of medical and surgical care","Y80",2022-02-02
113,"Complications of medical and surgical care","Y81",2022-02-02
113,"Complications of medical and surgical care","Y82",2022-02-02
113,"Complications of medical and surgical care","Y83",2022-02-02
113,"Complications of medical and surgical care","Y84",2022-02-02
113,"Complications of medical and surgical care","Y88",2022-02-02
114,"CDC version of causeid 95 (Residual)","D65",2022-02-02
114,"CDC version of causeid 95 (Residual)","D66",2022-02-02
114,"CDC version of causeid 95 (Residual)","D67",2022-02-02
114,"CDC version of causeid 95 (Residual)","D68",2022-02-02
114,"CDC version of causeid 95 (Residual)","D69",2022-02-02
114,"CDC version of causeid 95 (Residual)","D70",2022-02-02
114,"CDC version of causeid 95 (Residual)","D71",2022-02-02
114,"CDC version of causeid 95 (Residual)","D72",2022-02-02
114,"CDC version of causeid 95 (Residual)","D73",2022-02-02
114,"CDC version of causeid 95 (Residual)","D74",2022-02-02
114,"CDC version of causeid 95 (Residual)","D75",2022-02-02
114,"CDC version of causeid 95 (Residual)","D76",2022-02-02
114,"CDC version of causeid 95 (Residual)","D77",2022-02-02
114,"CDC version of causeid 95 (Residual)","D78",2022-02-02
114,"CDC version of causeid 95 (Residual)","D79",2022-02-02
114,"CDC version of causeid 95 (Residual)","D80",2022-02-02
114,"CDC version of causeid 95 (Residual)","D81",2022-02-02
114,"CDC version of causeid 95 (Residual)","D82",2022-02-02
114,"CDC version of causeid 95 (Residual)","D83",2022-02-02
114,"CDC version of causeid 95 (Residual)","D84",2022-02-02
114,"CDC version of causeid 95 (Residual)","D85",2022-02-02
114,"CDC version of causeid 95 (Residual)","D86",2022-02-02
114,"CDC version of causeid 95 (Residual)","D87",2022-02-02
114,"CDC version of causeid 95 (Residual)","D88",2022-02-02
114,"CDC version of causeid 95 (Residual)","D89",2022-02-02
114,"CDC version of causeid 95 (Residual)","D90",2022-02-02
114,"CDC version of causeid 95 (Residual)","D91",2022-02-02
114,"CDC version of causeid 95 (Residual)","D92",2022-02-02
114,"CDC version of causeid 95 (Residual)","D93",2022-02-02
114,"CDC version of causeid 95 (Residual)","D94",2022-02-02
114,"CDC version of causeid 95 (Residual)","D95",2022-02-02
114,"CDC version of causeid 95 (Residual)","D96",2022-02-02
114,"CDC version of causeid 95 (Residual)","D97",2022-02-02
114,"CDC version of causeid 95 (Residual)","D98",2022-02-02
114,"CDC version of causeid 95 (Residual)","D99",2022-02-02
114,"CDC version of causeid 95 (Residual)","E00",2022-02-02
114,"CDC version of causeid 95 (Residual)","E01",2022-02-02
114,"CDC version of causeid 95 (Residual)","E02",2022-02-02
114,"CDC version of causeid 95 (Residual)","E03",2022-02-02
114,"CDC version of causeid 95 (Residual)","E04",2022-02-02
114,"CDC version of causeid 95 (Residual)","E05",2022-02-02
114,"CDC version of causeid 95 (Residual)","E06",2022-02-02
114,"CDC version of causeid 95 (Residual)","E07",2022-02-02
114,"CDC version of causeid 95 (Residual)","E15",2022-02-02
114,"CDC version of causeid 95 (Residual)","E16",2022-02-02
114,"CDC version of causeid 95 (Residual)","E17",2022-02-02
114,"CDC version of causeid 95 (Residual)","E18",2022-02-02
114,"CDC version of causeid 95 (Residual)","E19",2022-02-02
114,"CDC version of causeid 95 (Residual)","E20",2022-02-02
114,"CDC version of causeid 95 (Residual)","E21",2022-02-02
114,"CDC version of causeid 95 (Residual)","E22",2022-02-02
114,"CDC version of causeid 95 (Residual)","E23",2022-02-02
114,"CDC version of causeid 95 (Residual)","E24",2022-02-02
114,"CDC version of causeid 95 (Residual)","E25",2022-02-02
114,"CDC version of causeid 95 (Residual)","E26",2022-02-02
114,"CDC version of causeid 95 (Residual)","E27",2022-02-02
114,"CDC version of causeid 95 (Residual)","E28",2022-02-02
114,"CDC version of causeid 95 (Residual)","E29",2022-02-02
114,"CDC version of causeid 95 (Residual)","E30",2022-02-02
114,"CDC version of causeid 95 (Residual)","E31",2022-02-02
114,"CDC version of causeid 95 (Residual)","E32",2022-02-02
114,"CDC version of causeid 95 (Residual)","E33",2022-02-02
114,"CDC version of causeid 95 (Residual)","E34",2022-02-02
114,"CDC version of causeid 95 (Residual)","E65",2022-02-02
114,"CDC version of causeid 95 (Residual)","E66",2022-02-02
114,"CDC version of causeid 95 (Residual)","E67",2022-02-02
114,"CDC version of causeid 95 (Residual)","E68",2022-02-02
114,"CDC version of causeid 95 (Residual)","E69",2022-02-02
114,"CDC version of causeid 95 (Residual)","E70",2022-02-02
114,"CDC version of causeid 95 (Residual)","E71",2022-02-02
114,"CDC version of causeid 95 (Residual)","E72",2022-02-02
114,"CDC version of causeid 95 (Residual)","E73",2022-02-02
114,"CDC version of causeid 95 (Residual)","E74",2022-02-02
114,"CDC version of causeid 95 (Residual)","E75",2022-02-02
114,"CDC version of causeid 95 (Residual)","E76",2022-02-02
114,"CDC version of causeid 95 (Residual)","E77",2022-02-02
114,"CDC version of causeid 95 (Residual)","E78",2022-02-02
114,"CDC version of causeid 95 (Residual)","E79",2022-02-02
114,"CDC version of causeid 95 (Residual)","E80",2022-02-02
114,"CDC version of causeid 95 (Residual)","E81",2022-02-02
114,"CDC version of causeid 95 (Residual)","E82",2022-02-02
114,"CDC version of causeid 95 (Residual)","E83",2022-02-02
114,"CDC version of causeid 95 (Residual)","E84",2022-02-02
114,"CDC version of causeid 95 (Residual)","E85",2022-02-02
114,"CDC version of causeid 95 (Residual)","E86",2022-02-02
114,"CDC version of causeid 95 (Residual)","E87",2022-02-02
114,"CDC version of causeid 95 (Residual)","E88",2022-02-02
114,"CDC version of causeid 95 (Residual)","E89",2022-02-02
114,"CDC version of causeid 95 (Residual)","E90",2022-02-02
114,"CDC version of causeid 95 (Residual)","E91",2022-02-02
114,"CDC version of causeid 95 (Residual)","E92",2022-02-02
114,"CDC version of causeid 95 (Residual)","E93",2022-02-02
114,"CDC version of causeid 95 (Residual)","E94",2022-02-02
114,"CDC version of causeid 95 (Residual)","E95",2022-02-02
114,"CDC version of causeid 95 (Residual)","E96",2022-02-02
114,"CDC version of causeid 95 (Residual)","E97",2022-02-02
114,"CDC version of causeid 95 (Residual)","E98",2022-02-02
114,"CDC version of causeid 95 (Residual)","E99",2022-02-02
114,"CDC version of causeid 95 (Residual)","F00",2022-02-02
114,"CDC version of causeid 95 (Residual)","F01",2022-02-02
114,"CDC version of causeid 95 (Residual)","F02",2022-02-02
114,"CDC version of causeid 95 (Residual)","F03",2022-02-02
114,"CDC version of causeid 95 (Residual)","F04",2022-02-02
114,"CDC version of causeid 95 (Residual)","F05",2022-02-02
114,"CDC version of causeid 95 (Residual)","F06",2022-02-02
114,"CDC version of causeid 95 (Residual)","F07",2022-02-02
114,"CDC version of causeid 95 (Residual)","F08",2022-02-02
114,"CDC version of causeid 95 (Residual)","F09",2022-02-02
114,"CDC version of causeid 95 (Residual)","F10",2022-02-02
114,"CDC version of causeid 95 (Residual)","F11",2022-02-02
114,"CDC version of causeid 95 (Residual)","F12",2022-02-02
114,"CDC version of causeid 95 (Residual)","F13",2022-02-02
114,"CDC version of causeid 95 (Residual)","F14",2022-02-02
114,"CDC version of causeid 95 (Residual)","F15",2022-02-02
114,"CDC version of causeid 95 (Residual)","F16",2022-02-02
114,"CDC version of causeid 95 (Residual)","F17",2022-02-02
114,"CDC version of causeid 95 (Residual)","F18",2022-02-02
114,"CDC version of causeid 95 (Residual)","F19",2022-02-02
114,"CDC version of causeid 95 (Residual)","F20",2022-02-02
114,"CDC version of causeid 95 (Residual)","F21",2022-02-02
114,"CDC version of causeid 95 (Residual)","F22",2022-02-02
114,"CDC version of causeid 95 (Residual)","F23",2022-02-02
114,"CDC version of causeid 95 (Residual)","F24",2022-02-02
114,"CDC version of causeid 95 (Residual)","F25",2022-02-02
114,"CDC version of causeid 95 (Residual)","F26",2022-02-02
114,"CDC version of causeid 95 (Residual)","F27",2022-02-02
114,"CDC version of causeid 95 (Residual)","F28",2022-02-02
114,"CDC version of causeid 95 (Residual)","F29",2022-02-02
114,"CDC version of causeid 95 (Residual)","F30",2022-02-02
114,"CDC version of causeid 95 (Residual)","F31",2022-02-02
114,"CDC version of causeid 95 (Residual)","F32",2022-02-02
114,"CDC version of causeid 95 (Residual)","F33",2022-02-02
114,"CDC version of causeid 95 (Residual)","F34",2022-02-02
114,"CDC version of causeid 95 (Residual)","F35",2022-02-02
114,"CDC version of causeid 95 (Residual)","F36",2022-02-02
114,"CDC version of causeid 95 (Residual)","F37",2022-02-02
114,"CDC version of causeid 95 (Residual)","F38",2022-02-02
114,"CDC version of causeid 95 (Residual)","F39",2022-02-02
114,"CDC version of causeid 95 (Residual)","F40",2022-02-02
114,"CDC version of causeid 95 (Residual)","F41",2022-02-02
114,"CDC version of causeid 95 (Residual)","F42",2022-02-02
114,"CDC version of causeid 95 (Residual)","F43",2022-02-02
114,"CDC version of causeid 95 (Residual)","F44",2022-02-02
114,"CDC version of causeid 95 (Residual)","F45",2022-02-02
114,"CDC version of causeid 95 (Residual)","F46",2022-02-02
114,"CDC version of causeid 95 (Residual)","F47",2022-02-02
114,"CDC version of causeid 95 (Residual)","F48",2022-02-02
114,"CDC version of causeid 95 (Residual)","F49",2022-02-02
114,"CDC version of causeid 95 (Residual)","F50",2022-02-02
114,"CDC version of causeid 95 (Residual)","F51",2022-02-02
114,"CDC version of causeid 95 (Residual)","F52",2022-02-02
114,"CDC version of causeid 95 (Residual)","F53",2022-02-02
114,"CDC version of causeid 95 (Residual)","F54",2022-02-02
114,"CDC version of causeid 95 (Residual)","F55",2022-02-02
114,"CDC version of causeid 95 (Residual)","F56",2022-02-02
114,"CDC version of causeid 95 (Residual)","F57",2022-02-02
114,"CDC version of causeid 95 (Residual)","F58",2022-02-02
114,"CDC version of causeid 95 (Residual)","F59",2022-02-02
114,"CDC version of causeid 95 (Residual)","F60",2022-02-02
114,"CDC version of causeid 95 (Residual)","F61",2022-02-02
114,"CDC version of causeid 95 (Residual)","F62",2022-02-02
114,"CDC version of causeid 95 (Residual)","F63",2022-02-02
114,"CDC version of causeid 95 (Residual)","F64",2022-02-02
114,"CDC version of causeid 95 (Residual)","F65",2022-02-02
114,"CDC version of causeid 95 (Residual)","F66",2022-02-02
114,"CDC version of causeid 95 (Residual)","F67",2022-02-02
114,"CDC version of causeid 95 (Residual)","F68",2022-02-02
114,"CDC version of causeid 95 (Residual)","F69",2022-02-02
114,"CDC version of causeid 95 (Residual)","F70",2022-02-02
114,"CDC version of causeid 95 (Residual)","F71",2022-02-02
114,"CDC version of causeid 95 (Residual)","F72",2022-02-02
114,"CDC version of causeid 95 (Residual)","F73",2022-02-02
114,"CDC version of causeid 95 (Residual)","F74",2022-02-02
114,"CDC version of causeid 95 (Residual)","F75",2022-02-02
114,"CDC version of causeid 95 (Residual)","F76",2022-02-02
114,"CDC version of causeid 95 (Residual)","F77",2022-02-02
114,"CDC version of causeid 95 (Residual)","F78",2022-02-02
114,"CDC version of causeid 95 (Residual)","F79",2022-02-02
114,"CDC version of causeid 95 (Residual)","F80",2022-02-02
114,"CDC version of causeid 95 (Residual)","F81",2022-02-02
114,"CDC version of causeid 95 (Residual)","F82",2022-02-02
114,"CDC version of causeid 95 (Residual)","F83",2022-02-02
114,"CDC version of causeid 95 (Residual)","F84",2022-02-02
114,"CDC version of causeid 95 (Residual)","F85",2022-02-02
114,"CDC version of causeid 95 (Residual)","F86",2022-02-02
114,"CDC version of causeid 95 (Residual)","F87",2022-02-02
114,"CDC version of causeid 95 (Residual)","F88",2022-02-02
114,"CDC version of causeid 95 (Residual)","F89",2022-02-02
114,"CDC version of causeid 95 (Residual)","F90",2022-02-02
114,"CDC version of causeid 95 (Residual)","F91",2022-02-02
114,"CDC version of causeid 95 (Residual)","F92",2022-02-02
114,"CDC version of causeid 95 (Residual)","F93",2022-02-02
114,"CDC version of causeid 95 (Residual)","F94",2022-02-02
114,"CDC version of causeid 95 (Residual)","F95",2022-02-02
114,"CDC version of causeid 95 (Residual)","F96",2022-02-02
114,"CDC version of causeid 95 (Residual)","F97",2022-02-02
114,"CDC version of causeid 95 (Residual)","F98",2022-02-02
114,"CDC version of causeid 95 (Residual)","F99",2022-02-02
114,"CDC version of causeid 95 (Residual)","G04",2022-02-02
114,"CDC version of causeid 95 (Residual)","G05",2022-02-02
114,"CDC version of causeid 95 (Residual)","G06",2022-02-02
114,"CDC version of causeid 95 (Residual)","G07",2022-02-02
114,"CDC version of causeid 95 (Residual)","G08",2022-02-02
114,"CDC version of causeid 95 (Residual)","G09",2022-02-02
114,"CDC version of causeid 95 (Residual)","G10",2022-02-02
114,"CDC version of causeid 95 (Residual)","G11",2022-02-02
114,"CDC version of causeid 95 (Residual)","G12",2022-02-02
114,"CDC version of causeid 95 (Residual)","G13",2022-02-02
114,"CDC version of causeid 95 (Residual)","G14",2022-02-02
114,"CDC version of causeid 95 (Residual)","G23",2022-02-02
114,"CDC version of causeid 95 (Residual)","G24",2022-02-02
114,"CDC version of causeid 95 (Residual)","G25",2022-02-02
114,"CDC version of causeid 95 (Residual)","G31",2022-02-02
114,"CDC version of causeid 95 (Residual)","G32",2022-02-02
114,"CDC version of causeid 95 (Residual)","G33",2022-02-02
114,"CDC version of causeid 95 (Residual)","G34",2022-02-02
114,"CDC version of causeid 95 (Residual)","G35",2022-02-02
114,"CDC version of causeid 95 (Residual)","G36",2022-02-02
114,"CDC version of causeid 95 (Residual)","G37",2022-02-02
114,"CDC version of causeid 95 (Residual)","G38",2022-02-02
114,"CDC version of causeid 95 (Residual)","G39",2022-02-02
114,"CDC version of causeid 95 (Residual)","G40",2022-02-02
114,"CDC version of causeid 95 (Residual)","G41",2022-02-02
114,"CDC version of causeid 95 (Residual)","G42",2022-02-02
114,"CDC version of causeid 95 (Residual)","G43",2022-02-02
114,"CDC version of causeid 95 (Residual)","G44",2022-02-02
114,"CDC version of causeid 95 (Residual)","G45",2022-02-02
114,"CDC version of causeid 95 (Residual)","G46",2022-02-02
114,"CDC version of causeid 95 (Residual)","G47",2022-02-02
114,"CDC version of causeid 95 (Residual)","G48",2022-02-02
114,"CDC version of causeid 95 (Residual)","G49",2022-02-02
114,"CDC version of causeid 95 (Residual)","G50",2022-02-02
114,"CDC version of causeid 95 (Residual)","G51",2022-02-02
114,"CDC version of causeid 95 (Residual)","G52",2022-02-02
114,"CDC version of causeid 95 (Residual)","G53",2022-02-02
114,"CDC version of causeid 95 (Residual)","G54",2022-02-02
114,"CDC version of causeid 95 (Residual)","G55",2022-02-02
114,"CDC version of causeid 95 (Residual)","G56",2022-02-02
114,"CDC version of causeid 95 (Residual)","G57",2022-02-02
114,"CDC version of causeid 95 (Residual)","G58",2022-02-02
114,"CDC version of causeid 95 (Residual)","G59",2022-02-02
114,"CDC version of causeid 95 (Residual)","G60",2022-02-02
114,"CDC version of causeid 95 (Residual)","G61",2022-02-02
114,"CDC version of causeid 95 (Residual)","G62",2022-02-02
114,"CDC version of causeid 95 (Residual)","G63",2022-02-02
114,"CDC version of causeid 95 (Residual)","G64",2022-02-02
114,"CDC version of causeid 95 (Residual)","G65",2022-02-02
114,"CDC version of causeid 95 (Residual)","G66",2022-02-02
114,"CDC version of causeid 95 (Residual)","G67",2022-02-02
114,"CDC version of causeid 95 (Residual)","G68",2022-02-02
114,"CDC version of causeid 95 (Residual)","G69",2022-02-02
114,"CDC version of causeid 95 (Residual)","G70",2022-02-02
114,"CDC version of causeid 95 (Residual)","G71",2022-02-02
114,"CDC version of causeid 95 (Residual)","G72",2022-02-02
114,"CDC version of causeid 95 (Residual)","G73",2022-02-02
114,"CDC version of causeid 95 (Residual)","G74",2022-02-02
114,"CDC version of causeid 95 (Residual)","G75",2022-02-02
114,"CDC version of causeid 95 (Residual)","G76",2022-02-02
114,"CDC version of causeid 95 (Residual)","G77",2022-02-02
114,"CDC version of causeid 95 (Residual)","G78",2022-02-02
114,"CDC version of causeid 95 (Residual)","G79",2022-02-02
114,"CDC version of causeid 95 (Residual)","G80",2022-02-02
114,"CDC version of causeid 95 (Residual)","G81",2022-02-02
114,"CDC version of causeid 95 (Residual)","G82",2022-02-02
114,"CDC version of causeid 95 (Residual)","G83",2022-02-02
114,"CDC version of causeid 95 (Residual)","G84",2022-02-02
114,"CDC version of causeid 95 (Residual)","G85",2022-02-02
114,"CDC version of causeid 95 (Residual)","G86",2022-02-02
114,"CDC version of causeid 95 (Residual)","G87",2022-02-02
114,"CDC version of causeid 95 (Residual)","G88",2022-02-02
114,"CDC version of causeid 95 (Residual)","G89",2022-02-02
114,"CDC version of causeid 95 (Residual)","G90",2022-02-02
114,"CDC version of causeid 95 (Residual)","G91",2022-02-02
114,"CDC version of causeid 95 (Residual)","G92",2022-02-02
114,"CDC version of causeid 95 (Residual)","G93",2022-02-02
114,"CDC version of causeid 95 (Residual)","G94",2022-02-02
114,"CDC version of causeid 95 (Residual)","G95",2022-02-02
114,"CDC version of causeid 95 (Residual)","G96",2022-02-02
114,"CDC version of causeid 95 (Residual)","G97",2022-02-02
114,"CDC version of causeid 95 (Residual)","G98",2022-02-02
114,"CDC version of causeid 95 (Residual)","G99",2022-02-02
114,"CDC version of causeid 95 (Residual)","H0",2022-02-02
114,"CDC version of causeid 95 (Residual)","H1",2022-02-02
114,"CDC version of causeid 95 (Residual)","H10",2022-02-02
114,"CDC version of causeid 95 (Residual)","H11",2022-02-02
114,"CDC version of causeid 95 (Residual)","H12",2022-02-02
114,"CDC version of causeid 95 (Residual)","H13",2022-02-02
114,"CDC version of causeid 95 (Residual)","H14",2022-02-02
114,"CDC version of causeid 95 (Residual)","H15",2022-02-02
114,"CDC version of causeid 95 (Residual)","H16",2022-02-02
114,"CDC version of causeid 95 (Residual)","H17",2022-02-02
114,"CDC version of causeid 95 (Residual)","H18",2022-02-02
114,"CDC version of causeid 95 (Residual)","H19",2022-02-02
114,"CDC version of causeid 95 (Residual)","H2",2022-02-02
114,"CDC version of causeid 95 (Residual)","H20",2022-02-02
114,"CDC version of causeid 95 (Residual)","H21",2022-02-02
114,"CDC version of causeid 95 (Residual)","H22",2022-02-02
114,"CDC version of causeid 95 (Residual)","H23",2022-02-02
114,"CDC version of causeid 95 (Residual)","H24",2022-02-02
114,"CDC version of causeid 95 (Residual)","H25",2022-02-02
114,"CDC version of causeid 95 (Residual)","H26",2022-02-02
114,"CDC version of causeid 95 (Residual)","H27",2022-02-02
114,"CDC version of causeid 95 (Residual)","H28",2022-02-02
114,"CDC version of causeid 95 (Residual)","H29",2022-02-02
114,"CDC version of causeid 95 (Residual)","H3",2022-02-02
114,"CDC version of causeid 95 (Residual)","H30",2022-02-02
114,"CDC version of causeid 95 (Residual)","H31",2022-02-02
114,"CDC version of causeid 95 (Residual)","H32",2022-02-02
114,"CDC version of causeid 95 (Residual)","H33",2022-02-02
114,"CDC version of causeid 95 (Residual)","H34",2022-02-02
114,"CDC version of causeid 95 (Residual)","H35",2022-02-02
114,"CDC version of causeid 95 (Residual)","H36",2022-02-02
114,"CDC version of causeid 95 (Residual)","H37",2022-02-02
114,"CDC version of causeid 95 (Residual)","H38",2022-02-02
114,"CDC version of causeid 95 (Residual)","H39",2022-02-02
114,"CDC version of causeid 95 (Residual)","H4",2022-02-02
114,"CDC version of causeid 95 (Residual)","H40",2022-02-02
114,"CDC version of causeid 95 (Residual)","H41",2022-02-02
114,"CDC version of causeid 95 (Residual)","H42",2022-02-02
114,"CDC version of causeid 95 (Residual)","H43",2022-02-02
114,"CDC version of causeid 95 (Residual)","H44",2022-02-02
114,"CDC version of causeid 95 (Residual)","H45",2022-02-02
114,"CDC version of causeid 95 (Residual)","H46",2022-02-02
114,"CDC version of causeid 95 (Residual)","H47",2022-02-02
114,"CDC version of causeid 95 (Residual)","H48",2022-02-02
114,"CDC version of causeid 95 (Residual)","H49",2022-02-02
114,"CDC version of causeid 95 (Residual)","H5",2022-02-02
114,"CDC version of causeid 95 (Residual)","H50",2022-02-02
114,"CDC version of causeid 95 (Residual)","H51",2022-02-02
114,"CDC version of causeid 95 (Residual)","H52",2022-02-02
114,"CDC version of causeid 95 (Residual)","H53",2022-02-02
114,"CDC version of causeid 95 (Residual)","H54",2022-02-02
114,"CDC version of causeid 95 (Residual)","H55",2022-02-02
114,"CDC version of causeid 95 (Residual)","H56",2022-02-02
114,"CDC version of causeid 95 (Residual)","H57",2022-02-02
114,"CDC version of causeid 95 (Residual)","H58",2022-02-02
114,"CDC version of causeid 95 (Residual)","H59",2022-02-02
114,"CDC version of causeid 95 (Residual)","H6",2022-02-02
114,"CDC version of causeid 95 (Residual)","H60",2022-02-02
114,"CDC version of causeid 95 (Residual)","H61",2022-02-02
114,"CDC version of causeid 95 (Residual)","H62",2022-02-02
114,"CDC version of causeid 95 (Residual)","H63",2022-02-02
114,"CDC version of causeid 95 (Residual)","H64",2022-02-02
114,"CDC version of causeid 95 (Residual)","H65",2022-02-02
114,"CDC version of causeid 95 (Residual)","H66",2022-02-02
114,"CDC version of causeid 95 (Residual)","H67",2022-02-02
114,"CDC version of causeid 95 (Residual)","H68",2022-02-02
114,"CDC version of causeid 95 (Residual)","H69",2022-02-02
114,"CDC version of causeid 95 (Residual)","H7",2022-02-02
114,"CDC version of causeid 95 (Residual)","H70",2022-02-02
114,"CDC version of causeid 95 (Residual)","H71",2022-02-02
114,"CDC version of causeid 95 (Residual)","H72",2022-02-02
114,"CDC version of causeid 95 (Residual)","H73",2022-02-02
114,"CDC version of causeid 95 (Residual)","H74",2022-02-02
114,"CDC version of causeid 95 (Residual)","H75",2022-02-02
114,"CDC version of causeid 95 (Residual)","H76",2022-02-02
114,"CDC version of causeid 95 (Residual)","H77",2022-02-02
114,"CDC version of causeid 95 (Residual)","H78",2022-02-02
114,"CDC version of causeid 95 (Residual)","H79",2022-02-02
114,"CDC version of causeid 95 (Residual)","H8",2022-02-02
114,"CDC version of causeid 95 (Residual)","H80",2022-02-02
114,"CDC version of causeid 95 (Residual)","H81",2022-02-02
114,"CDC version of causeid 95 (Residual)","H82",2022-02-02
114,"CDC version of causeid 95 (Residual)","H83",2022-02-02
114,"CDC version of causeid 95 (Residual)","H84",2022-02-02
114,"CDC version of causeid 95 (Residual)","H85",2022-02-02
114,"CDC version of causeid 95 (Residual)","H86",2022-02-02
114,"CDC version of causeid 95 (Residual)","H87",2022-02-02
114,"CDC version of causeid 95 (Residual)","H88",2022-02-02
114,"CDC version of causeid 95 (Residual)","H89",2022-02-02
114,"CDC version of causeid 95 (Residual)","H9",2022-02-02
114,"CDC version of causeid 95 (Residual)","H90",2022-02-02
114,"CDC version of causeid 95 (Residual)","H91",2022-02-02
114,"CDC version of causeid 95 (Residual)","H92",2022-02-02
114,"CDC version of causeid 95 (Residual)","H93",2022-02-02
114,"CDC version of causeid 95 (Residual)","K00",2022-02-02
114,"CDC version of causeid 95 (Residual)","K01",2022-02-02
114,"CDC version of causeid 95 (Residual)","K02",2022-02-02
114,"CDC version of causeid 95 (Residual)","K03",2022-02-02
114,"CDC version of causeid 95 (Residual)","K04",2022-02-02
114,"CDC version of causeid 95 (Residual)","K05",2022-02-02
114,"CDC version of causeid 95 (Residual)","K06",2022-02-02
114,"CDC version of causeid 95 (Residual)","K07",2022-02-02
114,"CDC version of causeid 95 (Residual)","K08",2022-02-02
114,"CDC version of causeid 95 (Residual)","K09",2022-02-02
114,"CDC version of causeid 95 (Residual)","K10",2022-02-02
114,"CDC version of causeid 95 (Residual)","K11",2022-02-02
114,"CDC version of causeid 95 (Residual)","K12",2022-02-02
114,"CDC version of causeid 95 (Residual)","K13",2022-02-02
114,"CDC version of causeid 95 (Residual)","K14",2022-02-02
114,"CDC version of causeid 95 (Residual)","K15",2022-02-02
114,"CDC version of causeid 95 (Residual)","K16",2022-02-02
114,"CDC version of causeid 95 (Residual)","K17",2022-02-02
114,"CDC version of causeid 95 (Residual)","K18",2022-02-02
114,"CDC version of causeid 95 (Residual)","K19",2022-02-02
114,"CDC version of causeid 95 (Residual)","K20",2022-02-02
114,"CDC version of causeid 95 (Residual)","K21",2022-02-02
114,"CDC version of causeid 95 (Residual)","K22",2022-02-02
114,"CDC version of causeid 95 (Residual)","K29",2022-02-02
114,"CDC version of causeid 95 (Residual)","K30",2022-02-02
114,"CDC version of causeid 95 (Residual)","K31",2022-02-02
114,"CDC version of causeid 95 (Residual)","K50",2022-02-02
114,"CDC version of causeid 95 (Residual)","K51",2022-02-02
114,"CDC version of causeid 95 (Residual)","K52",2022-02-02
114,"CDC version of causeid 95 (Residual)","K53",2022-02-02
114,"CDC version of causeid 95 (Residual)","K54",2022-02-02
114,"CDC version of causeid 95 (Residual)","K55",2022-02-02
114,"CDC version of causeid 95 (Residual)","K56",2022-02-02
114,"CDC version of causeid 95 (Residual)","K57",2022-02-02
114,"CDC version of causeid 95 (Residual)","K58",2022-02-02
114,"CDC version of causeid 95 (Residual)","K59",2022-02-02
114,"CDC version of causeid 95 (Residual)","K60",2022-02-02
114,"CDC version of causeid 95 (Residual)","K61",2022-02-02
114,"CDC version of causeid 95 (Residual)","K62",2022-02-02
114,"CDC version of causeid 95 (Residual)","K63",2022-02-02
114,"CDC version of causeid 95 (Residual)","K64",2022-02-02
114,"CDC version of causeid 95 (Residual)","K65",2022-02-02
114,"CDC version of causeid 95 (Residual)","K66",2022-02-02
114,"CDC version of causeid 95 (Residual)","K71",2022-02-02
114,"CDC version of causeid 95 (Residual)","K72",2022-02-02
114,"CDC version of causeid 95 (Residual)","K75",2022-02-02
114,"CDC version of causeid 95 (Residual)","K76",2022-02-02
114,"CDC version of causeid 95 (Residual)","K83",2022-02-02
