"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","notes","uploaded"
"Detailed","49-9097","49-0000","49-9000","49-9090","49-9097","Signal and Track Switch Repairers","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Signal and Track Switch Repairers",NA,2022-02-02
"Detailed","49-9098","49-0000","49-9000","49-9090","49-9098","Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers",NA,2022-02-02
"Detailed","49-9099","49-0000","49-9000","49-9090","49-9099","Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Workers, All Other",NA,2022-02-02
"Major","51-0000","51-0000",NA,NA,NA,"Production Occupations","Production Occupations",NA,NA,NA,NA,2022-02-02
"Minor","51-1000","51-0000","51-1000",NA,NA,"Supervisors of Production Workers","Production Occupations","Supervisors of Production Workers",NA,NA,NA,2022-02-02
"Broad","51-1010","51-0000","51-1000","51-1010",NA,"First-Line Supervisors of Production and Operating Workers","Production Occupations","Supervisors of Production Workers","First-Line Supervisors of Production and Operating Workers",NA,NA,2022-02-02
"Detailed","51-1011","51-0000","51-1000","51-1010","51-1011","First-Line Supervisors of Production and Operating Workers","Production Occupations","Supervisors of Production Workers","First-Line Supervisors of Production and Operating Workers","First-Line Supervisors of Production and Operating Workers",NA,2022-02-02
"Minor","51-2000","51-0000","51-2000",NA,NA,"Assemblers and Fabricators","Production Occupations","Assemblers and Fabricators",NA,NA,NA,2022-02-02
"Broad","51-2010","51-0000","51-2000","51-2010",NA,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Production Occupations","Assemblers and Fabricators","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",NA,NA,2022-02-02
"Detailed","51-2011","51-0000","51-2000","51-2010","51-2011","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Production Occupations","Assemblers and Fabricators","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",NA,2022-02-02
"Broad","51-2020","51-0000","51-2000","51-2020",NA,"Electrical, Electronics, and Electromechanical Assemblers","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers",NA,NA,2022-02-02
"Detailed","51-2021","51-0000","51-2000","51-2020","51-2021","Coil Winders, Tapers, and Finishers","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Coil Winders, Tapers, and Finishers",NA,2022-02-02
"Detailed","51-2022","51-0000","51-2000","51-2020","51-2022","Electrical and Electronic Equipment Assemblers","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Electrical and Electronic Equipment Assemblers",NA,2022-02-02
"Detailed","51-2023","51-0000","51-2000","51-2020","51-2023","Electromechanical Equipment Assemblers","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Electromechanical Equipment Assemblers",NA,2022-02-02
"Broad","51-2030","51-0000","51-2000","51-2030",NA,"Engine and Other Machine Assemblers","Production Occupations","Assemblers and Fabricators","Engine and Other Machine Assemblers",NA,NA,2022-02-02
"Detailed","51-2031","51-0000","51-2000","51-2030","51-2031","Engine and Other Machine Assemblers","Production Occupations","Assemblers and Fabricators","Engine and Other Machine Assemblers","Engine and Other Machine Assemblers",NA,2022-02-02
"Broad","51-2040","51-0000","51-2000","51-2040",NA,"Structural Metal Fabricators and Fitters","Production Occupations","Assemblers and Fabricators","Structural Metal Fabricators and Fitters",NA,NA,2022-02-02
"Detailed","51-2041","51-0000","51-2000","51-2040","51-2041","Structural Metal Fabricators and Fitters","Production Occupations","Assemblers and Fabricators","Structural Metal Fabricators and Fitters","Structural Metal Fabricators and Fitters",NA,2022-02-02
"Broad","51-2090","51-0000","51-2000","51-2090",NA,"Miscellaneous Assemblers and Fabricators","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators",NA,NA,2022-02-02
"Detailed","51-2091","51-0000","51-2000","51-2090","51-2091","Fiberglass Laminators and Fabricators","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Fiberglass Laminators and Fabricators",NA,2022-02-02
"Detailed","51-2092","51-0000","51-2000","51-2090","51-2092","Team Assemblers","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Team Assemblers",NA,2022-02-02
"Detailed","51-2093","51-0000","51-2000","51-2090","51-2093","Timing Device Assemblers and Adjusters","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Timing Device Assemblers and Adjusters",NA,2022-02-02
"Detailed","51-2099","51-0000","51-2000","51-2090","51-2099","Assemblers and Fabricators, All Other","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Assemblers and Fabricators, All Other",NA,2022-02-02
"Minor","51-3000","51-0000","51-3000",NA,NA,"Food Processing Workers","Production Occupations","Food Processing Workers",NA,NA,NA,2022-02-02
"Broad","51-3010","51-0000","51-3000","51-3010",NA,"Bakers","Production Occupations","Food Processing Workers","Bakers",NA,NA,2022-02-02
"Detailed","51-3011","51-0000","51-3000","51-3010","51-3011","Bakers","Production Occupations","Food Processing Workers","Bakers","Bakers",NA,2022-02-02
"Broad","51-3020","51-0000","51-3000","51-3020",NA,"Butchers and Other Meat, Poultry, and Fish Processing Workers","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers",NA,NA,2022-02-02
"Detailed","51-3021","51-0000","51-3000","51-3020","51-3021","Butchers and Meat Cutters","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Butchers and Meat Cutters",NA,2022-02-02
"Detailed","51-3022","51-0000","51-3000","51-3020","51-3022","Meat, Poultry, and Fish Cutters and Trimmers","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Meat, Poultry, and Fish Cutters and Trimmers",NA,2022-02-02
"Detailed","51-3023","51-0000","51-3000","51-3020","51-3023","Slaughterers and Meat Packers","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Slaughterers and Meat Packers",NA,2022-02-02
"Broad","51-3090","51-0000","51-3000","51-3090",NA,"Miscellaneous Food Processing Workers","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers",NA,NA,2022-02-02
"Detailed","51-3091","51-0000","51-3000","51-3090","51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",NA,2022-02-02
"Detailed","51-3092","51-0000","51-3000","51-3090","51-3092","Food Batchmakers","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Batchmakers",NA,2022-02-02
"Detailed","51-3093","51-0000","51-3000","51-3090","51-3093","Food Cooking Machine Operators and Tenders","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Cooking Machine Operators and Tenders",NA,2022-02-02
"Detailed","51-3099","51-0000","51-3000","51-3090","51-3099","Food Processing Workers, All Other","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Processing Workers, All Other",NA,2022-02-02
"Minor","51-4000","51-0000","51-4000",NA,NA,"Metal Workers and Plastic Workers","Production Occupations","Metal Workers and Plastic Workers",NA,NA,NA,2022-02-02
"Broad","51-4010","51-0000","51-4000","51-4010",NA,"Computer Control Programmers and Operators","Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators",NA,NA,2022-02-02
"Detailed","51-4011","51-0000","51-4000","51-4010","51-4011","Computer-Controlled Machine Tool Operators, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators","Computer-Controlled Machine Tool Operators, Metal and Plastic",NA,2022-02-02
"Detailed","51-4012","51-0000","51-4000","51-4010","51-4012","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Computer Control Programmers and Operators","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",NA,2022-02-02
"Broad","51-4020","51-0000","51-4000","51-4020",NA,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic",NA,NA,2022-02-02
"Detailed","51-4021","51-0000","51-4000","51-4020","51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4022","51-0000","51-4000","51-4020","51-4022","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4023","51-0000","51-4000","51-4020","51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Broad","51-4030","51-0000","51-4000","51-4030",NA,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",NA,NA,2022-02-02
"Detailed","51-4031","51-0000","51-4000","51-4030","51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4032","51-0000","51-4000","51-4030","51-4032","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4033","51-0000","51-4000","51-4030","51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4034","51-0000","51-4000","51-4030","51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4035","51-0000","51-4000","51-4030","51-4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Broad","51-4040","51-0000","51-4000","51-4040",NA,"Machinists","Production Occupations","Metal Workers and Plastic Workers","Machinists",NA,NA,2022-02-02
"Detailed","51-4041","51-0000","51-4000","51-4040","51-4041","Machinists","Production Occupations","Metal Workers and Plastic Workers","Machinists","Machinists",NA,2022-02-02
"Broad","51-4050","51-0000","51-4000","51-4050",NA,"Metal Furnace Operators, Tenders, Pourers, and Casters","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters",NA,NA,2022-02-02
"Detailed","51-4051","51-0000","51-4000","51-4050","51-4051","Metal-Refining Furnace Operators and Tenders","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Metal-Refining Furnace Operators and Tenders",NA,2022-02-02
"Detailed","51-4052","51-0000","51-4000","51-4050","51-4052","Pourers and Casters, Metal","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Pourers and Casters, Metal",NA,2022-02-02
"Broad","51-4060","51-0000","51-4000","51-4060",NA,"Model Makers and Patternmakers, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic",NA,NA,2022-02-02
"Detailed","51-4061","51-0000","51-4000","51-4060","51-4061","Model Makers, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Model Makers, Metal and Plastic",NA,2022-02-02
"Detailed","51-4062","51-0000","51-4000","51-4060","51-4062","Patternmakers, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic",NA,2022-02-02
"Broad","51-4070","51-0000","51-4000","51-4070",NA,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",NA,NA,2022-02-02
"Detailed","51-4071","51-0000","51-4000","51-4070","51-4071","Foundry Mold and Coremakers","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Foundry Mold and Coremakers",NA,2022-02-02
"Detailed","51-4072","51-0000","51-4000","51-4070","51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Broad","51-4080","51-0000","51-4000","51-4080",NA,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,NA,2022-02-02
"Detailed","51-4081","51-0000","51-4000","51-4080","51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Broad","51-4110","51-0000","51-4000","51-4110",NA,"Tool and Die Makers","Production Occupations","Metal Workers and Plastic Workers","Tool and Die Makers",NA,NA,2022-02-02
"Detailed","51-4111","51-0000","51-4000","51-4110","51-4111","Tool and Die Makers","Production Occupations","Metal Workers and Plastic Workers","Tool and Die Makers","Tool and Die Makers",NA,2022-02-02
"Broad","51-4120","51-0000","51-4000","51-4120",NA,"Welding, Soldering, and Brazing Workers","Production Occupations","Metal Workers and Plastic Workers","Welding, Soldering, and Brazing Workers",NA,NA,2022-02-02
"Detailed","51-4121","51-0000","51-4000","51-4120","51-4121","Welders, Cutters, Solderers, and Brazers","Production Occupations","Metal Workers and Plastic Workers","Welding, Soldering, and Brazing Workers","Welders, Cutters, Solderers, and Brazers",NA,2022-02-02
"Detailed","51-4122","51-0000","51-4000","51-4120","51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Production Occupations","Metal Workers and Plastic Workers","Welding, Soldering, and Brazing Workers","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-4190","51-0000","51-4000","51-4190",NA,"Miscellaneous Metal Workers and Plastic Workers","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers",NA,NA,2022-02-02
"Detailed","51-4191","51-0000","51-4000","51-4190","51-4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4192","51-0000","51-4000","51-4190","51-4192","Layout Workers, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Layout Workers, Metal and Plastic",NA,2022-02-02
"Detailed","51-4193","51-0000","51-4000","51-4190","51-4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2022-02-02
"Detailed","51-4194","51-0000","51-4000","51-4190","51-4194","Tool Grinders, Filers, and Sharpeners","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Tool Grinders, Filers, and Sharpeners",NA,2022-02-02
"Detailed","51-4199","51-0000","51-4000","51-4190","51-4199","Metal Workers and Plastic Workers, All Other","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Metal Workers and Plastic Workers, All Other",NA,2022-02-02
"Minor","51-5100","51-0000","51-5100",NA,NA,"Printing Workers","Production Occupations","Printing Workers",NA,NA,NA,2022-02-02
"Broad","51-5110","51-0000","51-5100","51-5110",NA,"Printing Workers","Production Occupations","Printing Workers","Printing Workers",NA,NA,2022-02-02
"Detailed","51-5111","51-0000","51-5100","51-5110","51-5111","Prepress Technicians and Workers","Production Occupations","Printing Workers","Printing Workers","Prepress Technicians and Workers",NA,2022-02-02
"Detailed","51-5112","51-0000","51-5100","51-5110","51-5112","Printing Press Operators","Production Occupations","Printing Workers","Printing Workers","Printing Press Operators",NA,2022-02-02
"Detailed","51-5113","51-0000","51-5100","51-5110","51-5113","Print Binding and Finishing Workers","Production Occupations","Printing Workers","Printing Workers","Print Binding and Finishing Workers",NA,2022-02-02
"Minor","51-6000","51-0000","51-6000",NA,NA,"Textile, Apparel, and Furnishings Workers","Production Occupations","Textile, Apparel, and Furnishings Workers",NA,NA,NA,2022-02-02
"Broad","51-6010","51-0000","51-6000","51-6010",NA,"Laundry and Dry-Cleaning Workers","Production Occupations","Textile, Apparel, and Furnishings Workers","Laundry and Dry-Cleaning Workers",NA,NA,2022-02-02
"Detailed","51-6011","51-0000","51-6000","51-6010","51-6011","Laundry and Dry-Cleaning Workers","Production Occupations","Textile, Apparel, and Furnishings Workers","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers",NA,2022-02-02
"Broad","51-6020","51-0000","51-6000","51-6020",NA,"Pressers, Textile, Garment, and Related Materials","Production Occupations","Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials",NA,NA,2022-02-02
"Detailed","51-6021","51-0000","51-6000","51-6020","51-6021","Pressers, Textile, Garment, and Related Materials","Production Occupations","Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",NA,2022-02-02
"Broad","51-6030","51-0000","51-6000","51-6030",NA,"Sewing Machine Operators","Production Occupations","Textile, Apparel, and Furnishings Workers","Sewing Machine Operators",NA,NA,2022-02-02
"Detailed","51-6031","51-0000","51-6000","51-6030","51-6031","Sewing Machine Operators","Production Occupations","Textile, Apparel, and Furnishings Workers","Sewing Machine Operators","Sewing Machine Operators",NA,2022-02-02
"Broad","51-6040","51-0000","51-6000","51-6040",NA,"Shoe and Leather Workers","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers",NA,NA,2022-02-02
"Detailed","51-6041","51-0000","51-6000","51-6040","51-6041","Shoe and Leather Workers and Repairers","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe and Leather Workers and Repairers",NA,2022-02-02
"Detailed","51-6042","51-0000","51-6000","51-6040","51-6042","Shoe Machine Operators and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe Machine Operators and Tenders",NA,2022-02-02
"Broad","51-6050","51-0000","51-6000","51-6050",NA,"Tailors, Dressmakers, and Sewers","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers",NA,NA,2022-02-02
"Detailed","51-6051","51-0000","51-6000","51-6050","51-6051","Sewers, Hand","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Sewers, Hand",NA,2022-02-02
"Detailed","51-6052","51-0000","51-6000","51-6050","51-6052","Tailors, Dressmakers, and Custom Sewers","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Custom Sewers",NA,2022-02-02
"Broad","51-6060","51-0000","51-6000","51-6060",NA,"Textile Machine Setters, Operators, and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders",NA,NA,2022-02-02
"Detailed","51-6061","51-0000","51-6000","51-6060","51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Bleaching and Dyeing Machine Operators and Tenders",NA,2022-02-02
"Detailed","51-6062","51-0000","51-6000","51-6060","51-6062","Textile Cutting Machine Setters, Operators, and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-6063","51-0000","51-6000","51-6060","51-6063","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-6064","51-0000","51-6000","51-6060","51-6064","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-6090","51-0000","51-6000","51-6090",NA,"Miscellaneous Textile, Apparel, and Furnishings Workers","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers",NA,NA,2022-02-02
"Detailed","51-6091","51-0000","51-6000","51-6090","51-6091","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",NA,2022-02-02
"Detailed","51-6092","51-0000","51-6000","51-6090","51-6092","Fabric and Apparel Patternmakers","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Fabric and Apparel Patternmakers",NA,2022-02-02
"Detailed","51-6093","51-0000","51-6000","51-6090","51-6093","Upholsterers","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Upholsterers",NA,2022-02-02
"Detailed","51-6099","51-0000","51-6000","51-6090","51-6099","Textile, Apparel, and Furnishings Workers, All Other","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers, All Other",NA,2022-02-02
"Minor","51-7000","51-0000","51-7000",NA,NA,"Woodworkers","Production Occupations","Woodworkers",NA,NA,NA,2022-02-02
"Broad","51-7010","51-0000","51-7000","51-7010",NA,"Cabinetmakers and Bench Carpenters","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters",NA,NA,2022-02-02
"Detailed","51-7011","51-0000","51-7000","51-7010","51-7011","Cabinetmakers and Bench Carpenters","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",NA,2022-02-02
"Broad","51-7020","51-0000","51-7000","51-7020",NA,"Furniture Finishers","Production Occupations","Woodworkers","Furniture Finishers",NA,NA,2022-02-02
"Detailed","51-7021","51-0000","51-7000","51-7020","51-7021","Furniture Finishers","Production Occupations","Woodworkers","Furniture Finishers","Furniture Finishers",NA,2022-02-02
"Broad","51-7030","51-0000","51-7000","51-7030",NA,"Model Makers and Patternmakers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood",NA,NA,2022-02-02
"Detailed","51-7031","51-0000","51-7000","51-7030","51-7031","Model Makers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Model Makers, Wood",NA,2022-02-02
"Detailed","51-7032","51-0000","51-7000","51-7030","51-7032","Patternmakers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Patternmakers, Wood",NA,2022-02-02
"Broad","51-7040","51-0000","51-7000","51-7040",NA,"Woodworking Machine Setters, Operators, and Tenders","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders",NA,NA,2022-02-02
"Detailed","51-7041","51-0000","51-7000","51-7040","51-7041","Sawing Machine Setters, Operators, and Tenders, Wood","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood",NA,2022-02-02
"Detailed","51-7042","51-0000","51-7000","51-7040","51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",NA,2022-02-02
"Broad","51-7090","51-0000","51-7000","51-7090",NA,"Miscellaneous Woodworkers","Production Occupations","Woodworkers","Miscellaneous Woodworkers",NA,NA,2022-02-02
"Detailed","51-7099","51-0000","51-7000","51-7090","51-7099","Woodworkers, All Other","Production Occupations","Woodworkers","Miscellaneous Woodworkers","Woodworkers, All Other",NA,2022-02-02
"Minor","51-8000","51-0000","51-8000",NA,NA,"Plant and System Operators","Production Occupations","Plant and System Operators",NA,NA,NA,2022-02-02
"Broad","51-8010","51-0000","51-8000","51-8010",NA,"Power Plant Operators, Distributors, and Dispatchers","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers",NA,NA,2022-02-02
"Detailed","51-8011","51-0000","51-8000","51-8010","51-8011","Nuclear Power Reactor Operators","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Nuclear Power Reactor Operators",NA,2022-02-02
"Detailed","51-8012","51-0000","51-8000","51-8010","51-8012","Power Distributors and Dispatchers","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Distributors and Dispatchers",NA,2022-02-02
"Detailed","51-8013","51-0000","51-8000","51-8010","51-8013","Power Plant Operators","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators",NA,2022-02-02
"Broad","51-8020","51-0000","51-8000","51-8020",NA,"Stationary Engineers and Boiler Operators","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators",NA,NA,2022-02-02
"Detailed","51-8021","51-0000","51-8000","51-8020","51-8021","Stationary Engineers and Boiler Operators","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",NA,2022-02-02
"Broad","51-8030","51-0000","51-8000","51-8030",NA,"Water and Wastewater Treatment Plant and System Operators","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",NA,NA,2022-02-02
"Detailed","51-8031","51-0000","51-8000","51-8030","51-8031","Water and Wastewater Treatment Plant and System Operators","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",NA,2022-02-02
