"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","uploaded"
"Detailed","51-6093","51-0000","51-6000","51-6090","51-6093","Upholsterers","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Upholsterers",2022-02-02
"Detailed","51-6099","51-0000","51-6000","51-6090","51-6099","Textile, Apparel, and Furnishings Workers, All Other","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers, All Other",2022-02-02
"Minor","51-7000","51-0000","51-7000",NA,NA,"Woodworkers","Production Occupations","Woodworkers",NA,NA,2022-02-02
"Broad","51-7010","51-0000","51-7000","51-7010",NA,"Cabinetmakers and Bench Carpenters","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters",NA,2022-02-02
"Detailed","51-7011","51-0000","51-7000","51-7010","51-7011","Cabinetmakers and Bench Carpenters","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",2022-02-02
"Broad","51-7020","51-0000","51-7000","51-7020",NA,"Furniture Finishers","Production Occupations","Woodworkers","Furniture Finishers",NA,2022-02-02
"Detailed","51-7021","51-0000","51-7000","51-7020","51-7021","Furniture Finishers","Production Occupations","Woodworkers","Furniture Finishers","Furniture Finishers",2022-02-02
"Broad","51-7030","51-0000","51-7000","51-7030",NA,"Model Makers and Patternmakers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood",NA,2022-02-02
"Detailed","51-7031","51-0000","51-7000","51-7030","51-7031","Model Makers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Model Makers, Wood",2022-02-02
"Detailed","51-7032","51-0000","51-7000","51-7030","51-7032","Patternmakers, Wood","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Patternmakers, Wood",2022-02-02
"Broad","51-7040","51-0000","51-7000","51-7040",NA,"Woodworking Machine Setters, Operators, and Tenders","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-7041","51-0000","51-7000","51-7040","51-7041","Sawing Machine Setters, Operators, and Tenders, Wood","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood",2022-02-02
"Detailed","51-7042","51-0000","51-7000","51-7040","51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2022-02-02
"Broad","51-7090","51-0000","51-7000","51-7090",NA,"Miscellaneous Woodworkers","Production Occupations","Woodworkers","Miscellaneous Woodworkers",NA,2022-02-02
"Detailed","51-7099","51-0000","51-7000","51-7090","51-7099","Woodworkers, All Other","Production Occupations","Woodworkers","Miscellaneous Woodworkers","Woodworkers, All Other",2022-02-02
"Minor","51-8000","51-0000","51-8000",NA,NA,"Plant and System Operators","Production Occupations","Plant and System Operators",NA,NA,2022-02-02
"Broad","51-8010","51-0000","51-8000","51-8010",NA,"Power Plant Operators, Distributors, and Dispatchers","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers",NA,2022-02-02
"Detailed","51-8011","51-0000","51-8000","51-8010","51-8011","Nuclear Power Reactor Operators","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Nuclear Power Reactor Operators",2022-02-02
"Detailed","51-8012","51-0000","51-8000","51-8010","51-8012","Power Distributors and Dispatchers","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Distributors and Dispatchers",2022-02-02
"Detailed","51-8013","51-0000","51-8000","51-8010","51-8013","Power Plant Operators","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators",2022-02-02
"Broad","51-8020","51-0000","51-8000","51-8020",NA,"Stationary Engineers and Boiler Operators","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators",NA,2022-02-02
"Detailed","51-8021","51-0000","51-8000","51-8020","51-8021","Stationary Engineers and Boiler Operators","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",2022-02-02
"Broad","51-8030","51-0000","51-8000","51-8030",NA,"Water and Wastewater Treatment Plant and System Operators","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",NA,2022-02-02
"Detailed","51-8031","51-0000","51-8000","51-8030","51-8031","Water and Wastewater Treatment Plant and System Operators","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",2022-02-02
"Broad","51-8090","51-0000","51-8000","51-8090",NA,"Miscellaneous Plant and System Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators",NA,2022-02-02
"Detailed","51-8091","51-0000","51-8000","51-8090","51-8091","Chemical Plant and System Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Chemical Plant and System Operators",2022-02-02
"Detailed","51-8092","51-0000","51-8000","51-8090","51-8092","Gas Plant Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Gas Plant Operators",2022-02-02
"Detailed","51-8093","51-0000","51-8000","51-8090","51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Petroleum Pump System Operators, Refinery Operators, and Gaugers",2022-02-02
"Detailed","51-8099","51-0000","51-8000","51-8090","51-8099","Plant and System Operators, All Other","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Plant and System Operators, All Other",2022-02-02
"Minor","51-9000","51-0000","51-9000",NA,NA,"Other Production Occupations","Production Occupations","Other Production Occupations",NA,NA,2022-02-02
"Broad","51-9010","51-0000","51-9000","51-9010",NA,"Chemical Processing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-9011","51-0000","51-9000","51-9010","51-9011","Chemical Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Equipment Operators and Tenders",2022-02-02
"Detailed","51-9012","51-0000","51-9000","51-9010","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2022-02-02
"Broad","51-9020","51-0000","51-9000","51-9020",NA,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers",NA,2022-02-02
"Detailed","51-9021","51-0000","51-9000","51-9020","51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2022-02-02
"Detailed","51-9022","51-0000","51-9000","51-9020","51-9022","Grinding and Polishing Workers, Hand","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Grinding and Polishing Workers, Hand",2022-02-02
"Detailed","51-9023","51-0000","51-9000","51-9020","51-9023","Mixing and Blending Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Mixing and Blending Machine Setters, Operators, and Tenders",2022-02-02
"Broad","51-9030","51-0000","51-9000","51-9030",NA,"Cutting Workers","Production Occupations","Other Production Occupations","Cutting Workers",NA,2022-02-02
"Detailed","51-9031","51-0000","51-9000","51-9030","51-9031","Cutters and Trimmers, Hand","Production Occupations","Other Production Occupations","Cutting Workers","Cutters and Trimmers, Hand",2022-02-02
"Detailed","51-9032","51-0000","51-9000","51-9030","51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Cutting Workers","Cutting and Slicing Machine Setters, Operators, and Tenders",2022-02-02
"Broad","51-9040","51-0000","51-9000","51-9040",NA,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-9041","51-0000","51-9000","51-9040","51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2022-02-02
"Broad","51-9050","51-0000","51-9000","51-9050",NA,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,2022-02-02
"Detailed","51-9051","51-0000","51-9000","51-9050","51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2022-02-02
"Broad","51-9060","51-0000","51-9000","51-9060",NA,"Inspectors, Testers, Sorters, Samplers, and Weighers","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,2022-02-02
"Detailed","51-9061","51-0000","51-9000","51-9060","51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",2022-02-02
"Broad","51-9070","51-0000","51-9000","51-9070",NA,"Jewelers and Precious Stone and Metal Workers","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers",NA,2022-02-02
"Detailed","51-9071","51-0000","51-9000","51-9070","51-9071","Jewelers and Precious Stone and Metal Workers","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",2022-02-02
"Broad","51-9080","51-0000","51-9000","51-9080",NA,"Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians",NA,2022-02-02
"Detailed","51-9081","51-0000","51-9000","51-9080","51-9081","Dental Laboratory Technicians","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Dental Laboratory Technicians",2022-02-02
"Detailed","51-9082","51-0000","51-9000","51-9080","51-9082","Medical Appliance Technicians","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Medical Appliance Technicians",2022-02-02
"Detailed","51-9083","51-0000","51-9000","51-9080","51-9083","Ophthalmic Laboratory Technicians","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Ophthalmic Laboratory Technicians",2022-02-02
"Broad","51-9110","51-0000","51-9000","51-9110",NA,"Packaging and Filling Machine Operators and Tenders","Production Occupations","Other Production Occupations","Packaging and Filling Machine Operators and Tenders",NA,2022-02-02
"Detailed","51-9111","51-0000","51-9000","51-9110","51-9111","Packaging and Filling Machine Operators and Tenders","Production Occupations","Other Production Occupations","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders",2022-02-02
"Broad","51-9120","51-0000","51-9000","51-9120",NA,"Painting Workers","Production Occupations","Other Production Occupations","Painting Workers",NA,2022-02-02
"Detailed","51-9123","51-0000","51-9000","51-9120","51-9123","Painting, Coating, and Decorating Workers","Production Occupations","Other Production Occupations","Painting Workers","Painting, Coating, and Decorating Workers",2022-02-02
"Detailed","51-9124","51-0000","51-9000","51-9120","51-9124","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Painting Workers","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2022-02-02
"Broad","51-9140","51-0000","51-9000","51-9140",NA,"Semiconductor Processing Technicians","Production Occupations","Other Production Occupations","Semiconductor Processing Technicians",NA,2022-02-02
"Detailed","51-9141","51-0000","51-9000","51-9140","51-9141","Semiconductor Processing Technicians","Production Occupations","Other Production Occupations","Semiconductor Processing Technicians","Semiconductor Processing Technicians",2022-02-02
"Broad","51-9150","51-0000","51-9000","51-9150",NA,"Photographic Process Workers and Processing Machine Operators","Production Occupations","Other Production Occupations","Photographic Process Workers and Processing Machine Operators",NA,2022-02-02
"Detailed","51-9151","51-0000","51-9000","51-9150","51-9151","Photographic Process Workers and Processing Machine Operators","Production Occupations","Other Production Occupations","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators",2022-02-02
"Broad","51-9160","51-0000","51-9000","51-9160",NA,"Computer Numerically Controlled Tool Operators and Programmers","Production Occupations","Other Production Occupations","Computer Numerically Controlled Tool Operators and Programmers",NA,2022-02-02
"Detailed","51-9161","51-0000","51-9000","51-9160","51-9161","Computer Numerically Controlled Tool Operators","Production Occupations","Other Production Occupations","Computer Numerically Controlled Tool Operators and Programmers","Computer Numerically Controlled Tool Operators",2022-02-02
"Detailed","51-9162","51-0000","51-9000","51-9160","51-9162","Computer Numerically Controlled Tool Programmers","Production Occupations","Other Production Occupations","Computer Numerically Controlled Tool Operators and Programmers","Computer Numerically Controlled Tool Programmers",2022-02-02
"Broad","51-9190","51-0000","51-9000","51-9190",NA,"Miscellaneous Production Workers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers",NA,2022-02-02
"Detailed","51-9191","51-0000","51-9000","51-9190","51-9191","Adhesive Bonding Machine Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Adhesive Bonding Machine Operators and Tenders",2022-02-02
"Detailed","51-9192","51-0000","51-9000","51-9190","51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2022-02-02
"Detailed","51-9193","51-0000","51-9000","51-9190","51-9193","Cooling and Freezing Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Cooling and Freezing Equipment Operators and Tenders",2022-02-02
"Detailed","51-9194","51-0000","51-9000","51-9190","51-9194","Etchers and Engravers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Etchers and Engravers",2022-02-02
"Detailed","51-9195","51-0000","51-9000","51-9190","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Molders, Shapers, and Casters, Except Metal and Plastic",2022-02-02
"Detailed","51-9196","51-0000","51-9000","51-9190","51-9196","Paper Goods Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Paper Goods Machine Setters, Operators, and Tenders",2022-02-02
"Detailed","51-9197","51-0000","51-9000","51-9190","51-9197","Tire Builders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Tire Builders",2022-02-02
"Detailed","51-9198","51-0000","51-9000","51-9190","51-9198","Helpers--Production Workers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Helpers--Production Workers",2022-02-02
"Detailed","51-9199","51-0000","51-9000","51-9190","51-9199","Production Workers, All Other","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Production Workers, All Other",2022-02-02
"Major","53-0000","53-0000",NA,NA,NA,"Transportation and Material Moving Occupations","Transportation and Material Moving Occupations",NA,NA,NA,2022-02-02
"Minor","53-1000","53-0000","53-1000",NA,NA,"Supervisors of Transportation and Material Moving Workers","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers",NA,NA,2022-02-02
"Broad","53-1040","53-0000","53-1000","53-1040",NA,"First-Line Supervisors of Transportation and Material Moving Workers","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers",NA,2022-02-02
"Detailed","53-1041","53-0000","53-1000","53-1040","53-1041","Aircraft Cargo Handling Supervisors","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers","Aircraft Cargo Handling Supervisors",2022-02-02
"Detailed","53-1042","53-0000","53-1000","53-1040","53-1042","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2022-02-02
"Detailed","53-1043","53-0000","53-1000","53-1040","53-1043","First-Line Supervisors of Material-Moving Machine and Vehicle Operators","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Material-Moving Machine and Vehicle Operators",2022-02-02
"Detailed","53-1044","53-0000","53-1000","53-1040","53-1044","First-Line Supervisors of Passenger Attendants","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Passenger Attendants",2022-02-02
"Detailed","53-1049","53-0000","53-1000","53-1040","53-1049","First-Line Supervisors of Transportation Workers, All Other","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation Workers, All Other",2022-02-02
"Minor","53-2000","53-0000","53-2000",NA,NA,"Air Transportation Workers","Transportation and Material Moving Occupations","Air Transportation Workers",NA,NA,2022-02-02
"Broad","53-2010","53-0000","53-2000","53-2010",NA,"Aircraft Pilots and Flight Engineers","Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers",NA,2022-02-02
"Detailed","53-2011","53-0000","53-2000","53-2010","53-2011","Airline Pilots, Copilots, and Flight Engineers","Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers","Airline Pilots, Copilots, and Flight Engineers",2022-02-02
"Detailed","53-2012","53-0000","53-2000","53-2010","53-2012","Commercial Pilots","Transportation and Material Moving Occupations","Air Transportation Workers","Aircraft Pilots and Flight Engineers","Commercial Pilots",2022-02-02
"Broad","53-2020","53-0000","53-2000","53-2020",NA,"Air Traffic Controllers and Airfield Operations Specialists","Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists",NA,2022-02-02
"Detailed","53-2021","53-0000","53-2000","53-2020","53-2021","Air Traffic Controllers","Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists","Air Traffic Controllers",2022-02-02
"Detailed","53-2022","53-0000","53-2000","53-2020","53-2022","Airfield Operations Specialists","Transportation and Material Moving Occupations","Air Transportation Workers","Air Traffic Controllers and Airfield Operations Specialists","Airfield Operations Specialists",2022-02-02
"Broad","53-2030","53-0000","53-2000","53-2030",NA,"Flight Attendants","Transportation and Material Moving Occupations","Air Transportation Workers","Flight Attendants",NA,2022-02-02
"Detailed","53-2031","53-0000","53-2000","53-2030","53-2031","Flight Attendants","Transportation and Material Moving Occupations","Air Transportation Workers","Flight Attendants","Flight Attendants",2022-02-02
"Minor","53-3000","53-0000","53-3000",NA,NA,"Motor Vehicle Operators","Transportation and Material Moving Occupations","Motor Vehicle Operators",NA,NA,2022-02-02
"Broad","53-3010","53-0000","53-3000","53-3010",NA,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Transportation and Material Moving Occupations","Motor Vehicle Operators","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",NA,2022-02-02
"Detailed","53-3011","53-0000","53-3000","53-3010","53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Transportation and Material Moving Occupations","Motor Vehicle Operators","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2022-02-02
"Broad","53-3030","53-0000","53-3000","53-3030",NA,"Driver/Sales Workers and Truck Drivers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers",NA,2022-02-02
"Detailed","53-3031","53-0000","53-3000","53-3030","53-3031","Driver/Sales Workers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Driver/Sales Workers",2022-02-02
"Detailed","53-3032","53-0000","53-3000","53-3030","53-3032","Heavy and Tractor-Trailer Truck Drivers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Heavy and Tractor-Trailer Truck Drivers",2022-02-02
"Detailed","53-3033","53-0000","53-3000","53-3030","53-3033","Light Truck Drivers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Driver/Sales Workers and Truck Drivers","Light Truck Drivers",2022-02-02
"Broad","53-3050","53-0000","53-3000","53-3050",NA,"Passenger Vehicle Drivers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Passenger Vehicle Drivers",NA,2022-02-02
"Detailed","53-3051","53-0000","53-3000","53-3050","53-3051","Bus Drivers, School","Transportation and Material Moving Occupations","Motor Vehicle Operators","Passenger Vehicle Drivers","Bus Drivers, School",2022-02-02
"Detailed","53-3052","53-0000","53-3000","53-3050","53-3052","Bus Drivers, Transit and Intercity","Transportation and Material Moving Occupations","Motor Vehicle Operators","Passenger Vehicle Drivers","Bus Drivers, Transit and Intercity",2022-02-02
"Detailed","53-3053","53-0000","53-3000","53-3050","53-3053","Shuttle Drivers and Chauffeurs","Transportation and Material Moving Occupations","Motor Vehicle Operators","Passenger Vehicle Drivers","Shuttle Drivers and Chauffeurs",2022-02-02
"Detailed","53-3054","53-0000","53-3000","53-3050","53-3054","Taxi Drivers","Transportation and Material Moving Occupations","Motor Vehicle Operators","Passenger Vehicle Drivers","Taxi Drivers",2022-02-02
"Broad","53-3090","53-0000","53-3000","53-3090",NA,"Miscellaneous Motor Vehicle Operators","Transportation and Material Moving Occupations","Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators",NA,2022-02-02
"Detailed","53-3099","53-0000","53-3000","53-3090","53-3099","Motor Vehicle Operators, All Other","Transportation and Material Moving Occupations","Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators","Motor Vehicle Operators, All Other",2022-02-02
"Minor","53-4000","53-0000","53-4000",NA,NA,"Rail Transportation Workers","Transportation and Material Moving Occupations","Rail Transportation Workers",NA,NA,2022-02-02
"Broad","53-4010","53-0000","53-4000","53-4010",NA,"Locomotive Engineers and Operators","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators",NA,2022-02-02
"Detailed","53-4011","53-0000","53-4000","53-4010","53-4011","Locomotive Engineers","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators","Locomotive Engineers",2022-02-02
"Detailed","53-4013","53-0000","53-4000","53-4010","53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers","Transportation and Material Moving Occupations","Rail Transportation Workers","Locomotive Engineers and Operators","Rail Yard Engineers, Dinkey Operators, and Hostlers",2022-02-02
"Broad","53-4020","53-0000","53-4000","53-4020",NA,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Brake, Signal, and Switch Operators and Locomotive Firers",NA,2022-02-02
"Detailed","53-4022","53-0000","53-4000","53-4020","53-4022","Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2022-02-02
"Broad","53-4030","53-0000","53-4000","53-4030",NA,"Railroad Conductors and Yardmasters","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Conductors and Yardmasters",NA,2022-02-02
"Detailed","53-4031","53-0000","53-4000","53-4030","53-4031","Railroad Conductors and Yardmasters","Transportation and Material Moving Occupations","Rail Transportation Workers","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters",2022-02-02
"Broad","53-4040","53-0000","53-4000","53-4040",NA,"Subway and Streetcar Operators","Transportation and Material Moving Occupations","Rail Transportation Workers","Subway and Streetcar Operators",NA,2022-02-02
"Detailed","53-4041","53-0000","53-4000","53-4040","53-4041","Subway and Streetcar Operators","Transportation and Material Moving Occupations","Rail Transportation Workers","Subway and Streetcar Operators","Subway and Streetcar Operators",2022-02-02
"Broad","53-4090","53-0000","53-4000","53-4090",NA,"Miscellaneous Rail Transportation Workers","Transportation and Material Moving Occupations","Rail Transportation Workers","Miscellaneous Rail Transportation Workers",NA,2022-02-02
"Detailed","53-4099","53-0000","53-4000","53-4090","53-4099","Rail Transportation Workers, All Other","Transportation and Material Moving Occupations","Rail Transportation Workers","Miscellaneous Rail Transportation Workers","Rail Transportation Workers, All Other",2022-02-02
"Minor","53-5000","53-0000","53-5000",NA,NA,"Water Transportation Workers","Transportation and Material Moving Occupations","Water Transportation Workers",NA,NA,2022-02-02
"Broad","53-5010","53-0000","53-5000","53-5010",NA,"Sailors and Marine Oilers","Transportation and Material Moving Occupations","Water Transportation Workers","Sailors and Marine Oilers",NA,2022-02-02
"Detailed","53-5011","53-0000","53-5000","53-5010","53-5011","Sailors and Marine Oilers","Transportation and Material Moving Occupations","Water Transportation Workers","Sailors and Marine Oilers","Sailors and Marine Oilers",2022-02-02
"Broad","53-5020","53-0000","53-5000","53-5020",NA,"Ship and Boat Captains and Operators","Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators",NA,2022-02-02
"Detailed","53-5021","53-0000","53-5000","53-5020","53-5021","Captains, Mates, and Pilots of Water Vessels","Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators","Captains, Mates, and Pilots of Water Vessels",2022-02-02
"Detailed","53-5022","53-0000","53-5000","53-5020","53-5022","Motorboat Operators","Transportation and Material Moving Occupations","Water Transportation Workers","Ship and Boat Captains and Operators","Motorboat Operators",2022-02-02
"Broad","53-5030","53-0000","53-5000","53-5030",NA,"Ship Engineers","Transportation and Material Moving Occupations","Water Transportation Workers","Ship Engineers",NA,2022-02-02
"Detailed","53-5031","53-0000","53-5000","53-5030","53-5031","Ship Engineers","Transportation and Material Moving Occupations","Water Transportation Workers","Ship Engineers","Ship Engineers",2022-02-02
"Minor","53-6000","53-0000","53-6000",NA,NA,"Other Transportation Workers","Transportation and Material Moving Occupations","Other Transportation Workers",NA,NA,2022-02-02
"Broad","53-6010","53-0000","53-6000","53-6010",NA,"Bridge and Lock Tenders","Transportation and Material Moving Occupations","Other Transportation Workers","Bridge and Lock Tenders",NA,2022-02-02
"Detailed","53-6011","53-0000","53-6000","53-6010","53-6011","Bridge and Lock Tenders","Transportation and Material Moving Occupations","Other Transportation Workers","Bridge and Lock Tenders","Bridge and Lock Tenders",2022-02-02
"Broad","53-6020","53-0000","53-6000","53-6020",NA,"Parking Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Parking Attendants",NA,2022-02-02
"Detailed","53-6021","53-0000","53-6000","53-6020","53-6021","Parking Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Parking Attendants","Parking Attendants",2022-02-02
"Broad","53-6030","53-0000","53-6000","53-6030",NA,"Transportation Service Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Service Attendants",NA,2022-02-02
"Detailed","53-6031","53-0000","53-6000","53-6030","53-6031","Automotive and Watercraft Service Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Service Attendants","Automotive and Watercraft Service Attendants",2022-02-02
"Detailed","53-6032","53-0000","53-6000","53-6030","53-6032","Aircraft Service Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Service Attendants","Aircraft Service Attendants",2022-02-02
